Topology,DemandFile,2-SR_SolveTime,2-SR_umax
Kreonet,0000,0.049251616,0.8999992
Kreonet,0001,0.051733837,0.89999925
Kreonet,0002,0.051352195,0.89999925
Kreonet,0003,0.050240727,0.89999925
Kreonet,0004,0.049134131,0.89999925
LambdaNet,0000,3.036609826,0.899982
LambdaNet,0001,5.147870644,0.8999545
LambdaNet,0002,11.644244719,0.899945
LambdaNet,0003,3.309129576,0.899961
LambdaNet,0004,3.285984931,0.8999325
Latnet,0000,2.933369886,0.89704
Latnet,0001,3.321334403,0.89693
Latnet,0002,2.656098116,0.89705
Latnet,0003,2.95619289,0.89709
Latnet,0004,4.441679521,0.89701
Layer42,0000,0.077207834,0.9000825
Layer42,0001,0.102628146,0.9000055
Layer42,0002,0.072120382,0.9000495
Layer42,0003,0.058820549,0.974519
Layer42,0004,0.180214245,0.900035
Litnet,0000,2.25411075,0.899952
Litnet,0001,2.54596875,0.899929
Litnet,0002,2.059791204,0.899955
Litnet,0003,2.523192285,0.899958
Litnet,0004,2.491194632,0.899903
Marnet,0000,0.098801413,2.357032258064516
Marnet,0001,0.087244589,2.932135483870968
Marnet,0002,0.093281184,2.4704516129032257
Marnet,0003,0.088703243,2.932141935483871
Marnet,0004,0.090098624,2.9321225806451614
Marwan,0000,0.21730368,0.8998317981577894
Marwan,0001,0.412844596,0.8998478173808571
Marwan,0002,0.532730241,0.8999586170070751
Marwan,0003,0.314754383,0.8998264584167669
Marwan,0004,0.342209765,0.8997757308770524
Missouri,0000,44.211397683,0.8997885
Missouri,0001,32.42343803,0.89983575
Missouri,0002,31.704710527,0.89976775
Missouri,0003,140.349121946,0.8998355
Missouri,0004,33.906823456,0.932303
Mren,0000,0.029330363,0.899997
Mren,0001,0.030409702,0.899997
Mren,0002,0.029992142,0.899996
Mren,0003,0.030607638,0.899998
Mren,0004,0.029559883,0.899997
Myren,0000,4.928436821,0.899966
Myren,0001,15.140637036,0.9000096463022508
Myren,0002,2.531924108,0.8997548387096774
Myren,0003,0.439298065,0.89956
Myren,0004,2.054654528,0.89964
Napnet,0000,0.040112821,1.0766444444444445
Napnet,0001,0.056491089,0.9241111111111111
Napnet,0002,0.047787657,0.8999555555555555
Napnet,0003,0.054124159,1.0675555555555556
Napnet,0004,0.04091022,0.8999555555555555
Navigata,0000,0.135876263,0.900055
Navigata,0001,0.202334694,0.9000295
Navigata,0002,0.175901516,0.900059
Navigata,0003,0.170565815,0.900064
Navigata,0004,0.23364936,0.900043
Netrail,0000,0.529307365,0.9185555555555556
Netrail,0001,0.214363754,0.9042222222222223
Netrail,0002,5.469128809,0.9004888888888889
Netrail,0003,0.348620231,0.9396444444444444
Netrail,0004,0.058706452,0.9616888888888889
NetworkUsa,0000,2.177465986,0.8999365
NetworkUsa,0001,1.356053927,0.899991
NetworkUsa,0002,1.42995987,0.8999565
NetworkUsa,0003,2.515703569,0.8999835
NetworkUsa,0004,2.176043751,0.899995
Nextgen,0000,0.080873984,0.899974
Nextgen,0001,0.078078985,0.899972
Nextgen,0002,0.115328353,0.899971
Nextgen,0003,0.077227164,0.899968
Nextgen,0004,0.11111226,0.899971
Niif,0000,1.677151699,0.89997
Niif,0001,1.194654092,0.899956
Niif,0002,1.562255539,0.900008
Niif,0003,1.68756304,0.900041
Niif,0004,1.733593264,0.899958
Noel,0000,0.358585175,0.90003
Noel,0001,0.399777654,0.899988
Noel,0002,0.274296744,0.900029
Noel,0003,0.652791177,0.899993
Noel,0004,0.489722132,0.900044
Nordu1989,0000,0.032447451,0.89921875
Nordu1989,0001,0.032050763,0.89921875
Nordu1989,0002,0.031551853,0.899375
Nordu1989,0003,0.031655333,0.89921875
Nordu1989,0004,0.030838922,0.89921875
Nordu1997,0000,0.056397588,0.899978
Nordu1997,0001,0.054360379,0.899979
Nordu1997,0002,0.051276117,0.899978
Nordu1997,0003,0.051091185,0.899981
Nordu1997,0004,0.051624925,0.899979
Nordu2005,0000,0.060717781,0.9218342
Nordu2005,0001,0.036953641,1.3499996
Nordu2005,0002,0.036714466,1.3499997
Nordu2005,0003,0.036459361,1.0587268
Nordu2005,0004,0.077283888,0.9489916
Nordu2010,0000,0.058448052,0.89998
Nordu2010,0001,0.112265786,0.899982
Nordu2010,0002,0.12234664,0.899981
Nordu2010,0003,0.055498254,0.899979
Nordu2010,0004,0.077818204,0.899985
Nsfcnet,0000,0.13623585,0.900054
Nsfcnet,0001,0.216213207,0.900027
Nsfcnet,0002,0.05834542,0.899998
Nsfcnet,0003,0.147440309,0.900085
Nsfcnet,0004,0.18323027,0.900048
Nsfnet,0000,0.430885779,0.8960492227979274
Nsfnet,0001,1801.63793573,0.8960492227979274
Nsfnet,0002,1804.616150212,0.8976683937823834
Nsfnet,0003,1800.716267861,0.9242227979274611
Nsfnet,0004,0.382048075,0.8979922279792746
Ntelos,0000,14.613519499,0.899852
Ntelos,0001,2.917335928,0.899861
Ntelos,0002,9.003248401,0.899862
Ntelos,0003,14.162053666,0.899861
Ntelos,0004,11.099390979,0.899861
Ntt,0000,9.471008261,0.9563327030553413
Ntt,0001,4.259132537,1.0189340599279835
Ntt,0002,3.606098997,1.1290372620884774
Ntt,0003,3.182846116,0.9600569816941958
Ntt,0004,4.991717117,1.1559373392489716
Oteglobe,0000,234.253215018,0.9015285
Oteglobe,0001,260.42451304,0.900902
Oteglobe,0002,331.424001844,0.8997911666666666
Oteglobe,0003,242.837397716,0.8998158333333334
Oteglobe,0004,108.024390329,0.8997448333333332
Oxford,0000,0.272206422,0.900046
Oxford,0001,0.238498851,0.900011
Oxford,0002,0.249558536,0.900065
Oxford,0003,0.265281222,0.90005
Oxford,0004,0.321705327,0.90003
Pacificwave,0000,0.257805515,0.90003865
Pacificwave,0001,0.382960652,0.9000151
Pacificwave,0002,0.197887893,0.90003085
Pacificwave,0003,0.621357767,0.90000745
Pacificwave,0004,0.25007808,0.90000885
Packetexchange,0000,0.171643719,0.899956
Packetexchange,0001,0.110536131,0.899955
Packetexchange,0002,0.112986979,0.899951
Packetexchange,0003,0.126830842,0.899955
Packetexchange,0004,0.111170325,0.899952
Padi,0000,0.032186603,0.89997
Padi,0001,0.032373076,0.8994
Padi,0002,0.032674955,0.8994
Padi,0003,0.032778311,0.8994
Padi,0004,0.032599368,0.8994
Palmetto,0000,12.479289613,0.899967
Palmetto,0001,18.709370307,0.8999675
Palmetto,0002,8.855619604,0.8999385
Palmetto,0003,13.29215914,0.899966
Palmetto,0004,12.784780249,0.899977
Peer1,0000,0.303501445,0.899983
Peer1,0001,0.207630357,0.899985
Peer1,0002,0.338548956,0.9000105
Peer1,0003,1.140551896,0.900063
Peer1,0004,3.327649162,0.900069
Pern,0000,17.611084587,0.898501
Pern,0001,20.947150283,0.898509
Pern,0002,20.08847981,0.898502
Pern,0003,28.392354343,0.898533
Pern,0004,22.663171712,0.898505
PionierL1,0000,2.11672461,0.899953
PionierL1,0001,1.680898385,0.9000175
PionierL1,0002,1.839195372,0.899967
PionierL1,0003,3.192612518,0.8999595
PionierL1,0004,3.728531261,0.899941
PionierL3,0000,2.889908834,0.900074275
PionierL3,0001,3.253438766,0.900044975
PionierL3,0002,2.052163954,0.90002115
PionierL3,0003,6.882781761,0.900074875
PionierL3,0004,3.120163066,0.9000512
Psinet,0000,0.535188989,0.8992
Psinet,0001,0.445026424,0.8993222222222222
Psinet,0002,0.549738533,0.8992666666666667
Psinet,0003,0.625989242,0.8992666666666667
Psinet,0004,0.640656929,0.8992888888888889
Quest,0000,0.505542549,0.9000365
Quest,0001,7.235682227,0.900068
Quest,0002,1807.185706007,0.90810575
Quest,0003,1.52480869,0.899998
Quest,0004,37.709133595,0.9000655
RedBestel,0000,193.228883056,0.8996212777777778
RedBestel,0001,516.018414668,0.8996575
RedBestel,0002,274.068124892,0.899532
RedBestel,0003,85.952791483,0.899529
RedBestel,0004,124.011075691,0.899538
Rediris,0000,0.825835005,0.9045888
Rediris,0001,0.658335769,0.9093675
Rediris,0002,1.137697972,0.90867
Rediris,0003,0.647905228,0.9336556
Rediris,0004,0.618052937,0.9751784
Renam,0000,0.027518346,0.89975
Renam,0001,0.028409211,0.899875
Renam,0002,0.028175456,0.89875
Renam,0003,0.028550488,0.899899033607385
Renam,0004,0.028379363,0.89875
Renater1999,0000,0.150319275,0.8996387096774193
Renater1999,0001,0.15027965,0.8996645161290323
Renater1999,0002,0.155598005,0.8996580645161291
Renater1999,0003,0.143029547,0.8996451612903226
Renater1999,0004,0.145950652,0.8996580645161291
Renater2001,0000,0.895186881,0.9568903225806452
Renater2001,0001,0.684680254,1.1750129032258065
Renater2001,0002,1.247771933,0.9475354838709678
Renater2001,0003,0.143434772,0.8998322580645162
Renater2001,0004,1.325074108,0.8998774193548387
Renater2004,0000,2.099979624,0.9512172
Renater2004,0001,7.118958187,0.9267974
Renater2004,0002,4.184648298,0.9076514
Renater2004,0003,1801.388059219,0.9032332
Renater2004,0004,1.760279904,0.9000509
Renater2006,0000,1.384319764,0.9000196
Renater2006,0001,1.445461889,0.9000158
Renater2006,0002,3.591716154,0.900031
Renater2006,0003,0.997693238,0.9000448
Renater2006,0004,1.847732732,0.9000732
Renater2008,0000,1.494401805,0.9000294
Renater2008,0001,1.896522771,0.9000668
Renater2008,0002,2.114806637,0.9000193
Renater2008,0003,1.688554564,0.9000732
Renater2008,0004,3.116350145,0.9000256
Renater2010,0000,5.460750152,0.8997064516129032
Renater2010,0001,5.057158675,0.8996940860215052
Renater2010,0002,4.863542175,0.8997241935483873
Renater2010,0003,7.22394978,0.8997193548387097
Renater2010,0004,4.575255734,0.8997032258064516
Restena,0000,0.41092694,0.9664385
Restena,0001,0.289914726,0.9543967
Restena,0002,0.250037822,0.9513
Restena,0003,0.313886923,0.9417118
Restena,0004,0.229441802,0.9402239
Reuna,0000,0.554260455,0.8993707317073171
Reuna,0001,0.643840869,0.8993853658536586
Reuna,0002,0.596206967,0.899380487804878
Reuna,0003,0.69573615,0.8994750830564784
Reuna,0004,0.650339989,0.8993756097560975
Rhnet,0000,0.066621875,0.899974
Rhnet,0001,0.06795153,0.899981
Rhnet,0002,0.070678705,0.899979
Rhnet,0003,0.07219474,0.899976
Rhnet,0004,0.074098439,0.899982
Rnp,0000,0.429244988,0.8999904
Rnp,0001,0.762815404,0.8999746666666667
Rnp,0002,0.467602227,0.899975
Rnp,0003,0.807540538,0.8999915
Rnp,0004,1.058700564,0.8999743333333333
Roedunet,0000,0.822950206,1.0959012824294523
Roedunet,0001,0.605514126,1.2592721193415637
Roedunet,0002,0.620094718,1.2593171296296297
Roedunet,0003,0.704322666,1.2594071502057613
Roedunet,0004,0.711858008,1.1738302923040187
RoedunetFibre,0000,1.331487047,0.899786
RoedunetFibre,0001,1.6184347,0.899795
RoedunetFibre,0002,1.738231964,0.899788
RoedunetFibre,0003,1.733465888,0.8998
RoedunetFibre,0004,2.000036553,0.899794
Sago,0000,0.088566606,0.899956
Sago,0001,0.085434448,0.899956
Sago,0002,0.089771954,0.899957
Sago,0003,0.089076829,0.899965
Sago,0004,0.086626213,0.89996
Sanet,0000,4.341107083,0.90005195
Sanet,0001,2.736174118,0.90000695
Sanet,0002,10.496586369,0.90003875
Sanet,0003,5.645907969,0.8999955
Sanet,0004,6.941397887,0.90004095
Sanren,0000,2.789366217,1.080769
Sanren,0001,0.138056199,0.957107
Sanren,0002,0.260750929,0.90986
Sanren,0003,0.952953569,0.900835
Sanren,0004,1.074218909,1.055576
Savvis,0000,0.433612306,0.8996444444444445
Savvis,0001,0.212675036,0.8995777777777778
Savvis,0002,0.54761206,0.8995555555555556
Savvis,0003,0.334796785,0.8996
Savvis,0004,0.345053081,0.8995555555555556
Shentel,0000,0.693713378,0.899942
Shentel,0001,0.688445814,0.899936
Shentel,0002,0.246366437,0.899931
Shentel,0003,0.570856029,0.899931
Shentel,0004,0.713196163,0.899937
Sinet,0000,19.206393475,0.9000352625
Sinet,0001,15.73919367,0.900006475
Sinet,0002,23.744204175,0.900030925
Sinet,0003,17.791650088,0.9000423375
Sinet,0004,21.139335449,0.9000673
Singaren,0000,0.043040997,0.899993
Singaren,0001,0.044077884,0.899995
Singaren,0002,0.043075953,0.899995
Singaren,0003,0.042344401,0.899994
Singaren,0004,0.041630891,0.899995
Spiralight,0000,0.148974137,0.899997
Spiralight,0001,0.150980151,0.900015
Spiralight,0002,0.164153568,0.9000235
Spiralight,0003,2.614931177,0.9000265
Spiralight,0004,0.273944276,0.8999885
Sprint,0000,0.328026437,0.8999222222222222
Sprint,0001,1800.501264155,0.9000555555555556
Sprint,0002,0.875861112,0.8999222222222222
Sprint,0003,1800.953121654,0.9001666666666667
Sprint,0004,0.150981852,0.9659777777777778
Sunet,0000,0.877892198,0.899993
Sunet,0001,1.266812479,0.8999915
Sunet,0002,1.006538584,0.8999745
Sunet,0003,1.135398387,0.9000465
Sunet,0004,1.968731078,0.900019
Surfnet,0000,18.678613013,0.9000115833333334
Surfnet,0001,18.37105057,0.8999785
Surfnet,0002,24.36380815,0.9000135
Surfnet,0003,19.533381447,0.900001
Surfnet,0004,15.781773871,0.90000325
Switch,0000,284.754316421,0.8999383
Switch,0001,239.576432372,0.8999134
Switch,0002,171.204681544,0.8999828
Switch,0003,151.239575604,0.8999663
Switch,0004,248.390803074,0.8999231
SwitchL3,0000,2.612311006,0.9385802
SwitchL3,0001,3.029105268,0.9593663
SwitchL3,0002,2.260460214,0.971092
SwitchL3,0003,2.419224174,0.9701429
SwitchL3,0004,2.168485062,0.941831
Syringa,0000,35.060201292,0.899689
Syringa,0001,61.807233647,0.899615
Syringa,0002,41.908798378,0.899592
Syringa,0003,14.386265827,0.899568
Syringa,0004,12.553708568,0.899564
TataNld,0000,1807.789104662,1.7376335000000003
TataNld,0001,1807.945735739,1.5789948333333335
TataNld,0002,1808.254069475,0.899461375
TataNld,0003,1807.811619469,1.6961442500000001
TataNld,0004,1808.1369182,1.9139281666666665
Telcove,0000,2.54012272,0.89935
Telcove,0001,2.64118162,0.899364
Telcove,0002,2.817754353,0.899391
Telcove,0003,2.787533868,0.899365
Telcove,0004,2.59387966,0.899382
Telecomserbia,0000,0.160553542,0.9026742
Telecomserbia,0001,0.279559234,0.900098
Telecomserbia,0002,0.106499447,0.9016348
Telecomserbia,0003,0.097614053,0.9151986
Telecomserbia,0004,0.118278493,0.9027136
Tinet,0000,3.264179652,0.8998967916666667
Tinet,0001,3.724245512,0.8999312187499999
Tinet,0002,3.14524664,0.8998577395833334
Tinet,0003,3.105239854,0.89992425
Tinet,0004,8.665421479,0.899925888888889
TLex,0000,0.085768617,1.4800004300819942
TLex,0001,0.09352015,1.554011635232317
TLex,0002,0.189193785,1.013655860503208
TLex,0003,0.267829615,1.013134461803873
TLex,0004,0.177962569,1.0131238611913393
Tw,0000,582.851023521,0.91355725
Tw,0001,124.018079559,0.90735075
Tw,0002,1801.35638222,0.9116345
Tw,0003,155.913845544,0.933006875
Tw,0004,690.223359268,0.9066925
Twaren,0000,0.241263848,0.899991
Twaren,0001,0.240636482,0.8999825
Twaren,0002,0.230228906,0.8999955
Twaren,0003,0.307223512,0.900044
Twaren,0004,0.268565321,0.899978
Ulaknet,0000,5.067034469,0.89985
Ulaknet,0001,5.530221597,0.899832
Ulaknet,0002,3.956017325,0.899846
Ulaknet,0003,6.024411003,0.9538447
Ulaknet,0004,4.450477465,0.899844
UniC,0000,0.43675034,0.899962
UniC,0001,0.781325053,0.900048
UniC,0002,0.591249775,0.8999625
UniC,0003,1.022604126,0.899969
UniC,0004,0.458528678,0.899962
Uninet,0000,0.114750458,0.9000182777777778
Uninet,0001,0.209194901,0.8999995000000001
Uninet,0002,1.300461034,0.9000516666666667
Uninet,0003,0.15947017,0.9000831666666665
Uninet,0004,0.880245441,0.9000475
Uninett2010,0000,66.220706611,0.899835
Uninett2010,0001,42.860116597,0.899832
Uninett2010,0002,93.773099992,0.9000294999999998
Uninett2010,0003,39.401776634,0.899827
Uninett2010,0004,130.289808497,0.900036
Uninett2011,0000,27.563605317,0.899926
Uninett2011,0001,40.499802773,0.899928
Uninett2011,0002,20.755876067,0.899952
Uninett2011,0003,27.995334594,0.90094
Uninett2011,0004,43.204293769,0.9013105
Uran,0000,0.342041289,1.252659
Uran,0001,0.27990052,1.201474
Uran,0002,0.281284085,1.237587
Uran,0003,0.380012386,0.899945
Uran,0004,0.256942808,1.236725
UsCarrier,0000,1810.246169513,0.8988465
UsCarrier,0001,1809.955587273,1.7410638125
UsCarrier,0002,1810.181891816,1.783664125
UsCarrier,0003,1809.800234552,1.83925825
UsCarrier,0004,1645.010578058,0.898691375
UsSignal,0000,127.645191065,0.899863125
UsSignal,0001,76.353363492,0.899943875
UsSignal,0002,91.588220185,0.899923
UsSignal,0003,103.345807777,0.8998945833333334
UsSignal,0004,90.225512941,0.89993625
Uunet,0000,4.369001355,0.8987166666666667
Uunet,0001,4.173614155,0.8987005555555554
Uunet,0002,12.593942207,0.898675925925926
Uunet,0003,21.537748788,0.8989037037037038
Uunet,0004,10.584972605,0.8986888888888889
Vinaren,0000,0.165971697,0.8994774193548387
Vinaren,0001,0.154313271,0.8995290322580645
Vinaren,0002,0.159865862,0.8995032258064516
Vinaren,0003,0.150872404,0.8994903225806452
Vinaren,0004,0.166367865,0.899541935483871
VisionNet,0000,0.183024838,0.899945
VisionNet,0001,0.163451863,0.899937
VisionNet,0002,0.180330396,0.899939
VisionNet,0003,0.194266918,0.899932
VisionNet,0004,0.163173569,0.89994
VtlWavenet2008,0000,92.806679952,0.89956175
VtlWavenet2008,0001,60.874597746,0.899591
VtlWavenet2008,0002,94.998545068,0.899621
VtlWavenet2008,0003,202.6273543,0.899568
VtlWavenet2008,0004,142.153325393,0.8995755
VtlWavenet2011,0000,347.748563335,0.899509
VtlWavenet2011,0001,658.882943322,0.8995585
VtlWavenet2011,0002,143.184256015,0.89957725
VtlWavenet2011,0003,144.216393389,0.899498
VtlWavenet2011,0004,135.872498152,0.89954075
WideJpn,0000,0.328863409,0.9899885
WideJpn,0001,0.252562936,0.899949
WideJpn,0002,0.2538714,0.9899915
WideJpn,0003,0.232450581,0.899945
WideJpn,0004,0.248868842,0.989989
Xeex,0000,1.017945124,0.9000545
Xeex,0001,53.8528148,0.935217
Xeex,0002,0.984009345,0.900045
Xeex,0003,70.965630675,0.925458
Xeex,0004,2.224101504,0.935389
Xspedius,0000,3.849617791,0.9000416666666666
Xspedius,0001,2.640277935,0.90000825
Xspedius,0002,2.086531878,0.900047
Xspedius,0003,2.041959582,0.9000435
Xspedius,0004,2.672882611,0.9000187083333334
York,0000,0.614870183,0.9000245
York,0001,0.5583467,0.900011
York,0002,0.697856482,0.899999
York,0003,0.407280047,0.900026
York,0004,0.471558261,0.899989
Zamren,0000,0.385292331,0.89855
Zamren,0001,0.401685108,0.89854
Zamren,0002,0.54408516,0.89852
Zamren,0003,0.482204488,0.89848
Zamren,0004,0.455633132,0.89863
