Topology,DemandFile,TotalTime,pre-opt-uMax,post-opt-uMax
Aarnet,0000,1800.160860635,1.226691525,0.8999912
Aarnet,0001,1800.020891346,0.9335895,0.8999904
Aarnet,0002,1800.07650427,1.25085615,0.9000158
Aarnet,0003,1800.09441957,1.060537775,0.8999904
Aarnet,0004,1800.08760908,1.1249961,0.9000095
Abilene,0000,1800.007458431,1.2770134819878471,0.9000167281539352
Abilene,0001,1800.039969979,1.3379562817483281,0.899999497653035
Abilene,0002,1800.020863351,1.1369629408596964,0.9000582471305941
Abilene,0003,1800.018454306,1.104416333108282,0.9000414436246142
Abilene,0004,1800.021954667,1.2470709655510546,0.9068785365226337
Abvt,0000,1800.294573089,0.9851180833333334,0.8999675
Abvt,0001,1800.026044618,1.0218915833333333,0.8999705
Abvt,0002,1800.052980649,1.25897425,0.899968
Abvt,0003,1800.066380923,1.0832241666666664,0.899971
Abvt,0004,1800.278807093,1.1959341666666665,0.899966
Aconet,0000,1800.330174365,1.092930113207547,0.9000005283018868
Aconet,0001,1800.083216953,0.9427636981132076,0.8999996226415095
Aconet,0002,1800.49786404,1.1188276981132075,0.8999978867924529
Aconet,0003,1800.049388437,1.013566641509434,0.9000027169811321
Aconet,0004,1800.632070598,1.0244360754716981,0.9000257358490567
Agis,0000,1800.022173005,1.3252451612903227,0.9029555555555555
Agis,0001,1800.215992444,1.372232258064516,0.9916222222222222
Agis,0002,1800.356246853,1.2767322580645162,0.9231677419354839
Agis,0003,1800.032447232,1.2994354838709676,0.9007777777777778
Agis,0004,1800.009175796,1.3048483870967742,0.9067806451612903
Ai3,0000,1800.001979133,0.899993,0.899993
Ai3,0001,1800.029583563,0.899994,0.899994
Ai3,0002,1800.030095942,0.899992,0.899992
Ai3,0003,1800.025911369,0.899993,0.899993
Ai3,0004,1800.006300652,0.899991,0.899991
Airtel,0000,1800.335376362,1.6175426666666666,1.07817
Airtel,0001,1800.228212651,1.1332566000000002,0.9602471666666667
Airtel,0002,1800.038363619,1.796209571428571,1.267923
Airtel,0003,1800.247869317,2.277398285714286,1.305861
Airtel,0004,1800.022745124,1.3525703333333334,0.935789
Amres,0000,1800.551766779,0.899929,0.899929
Amres,0001,1800.509674163,0.899926,0.899926
Amres,0002,1800.20755697,0.899926,0.899926
Amres,0003,1800.395334811,0.899926,0.899926
Amres,0004,1800.08960799,0.899943,0.899943
Ans,0000,1800.036731679,1.2010194444444444,0.9012666666666667
Ans,0001,1800.012674664,1.366475,0.9104888888888889
Ans,0002,1800.124241944,1.1603055555555555,0.9001333333333333
Ans,0003,1800.030264043,1.1101583333333334,0.9003111111111111
Ans,0004,1800.007904488,1.4288194444444444,0.9007111111111111
Arn,0000,1800.735277956,0.8964583333333334,0.8964583333333334
Arn,0001,1800.052919523,0.89675,0.89675
Arn,0002,1801.034025222,0.8967916666666667,0.8967916666666667
Arn,0003,1800.310688697,0.8964583333333334,0.8964583333333334
Arn,0004,1800.598107779,0.8967916666666667,0.8967916666666667
Arnes,0000,1800.44404439,1.540467375,0.941709375
Arnes,0001,1802.114574907,1.3326455,0.98626525
Arnes,0002,1800.338396192,1.297558375,0.905296
Arnes,0003,1800.259340454,1.512011875,0.9590365
Arnes,0004,1800.629780114,1.083160375,0.92769525
Arpanet196912,0000,1800.00206365,0.962446,0.962446
Arpanet196912,0001,1800.002434712,1.2433,1.178348
Arpanet196912,0002,1800.003660779,0.956687,0.956687
Arpanet196912,0003,1800.000325508,1.052865,1.052865
Arpanet196912,0004,1800.002254526,1.470942,1.064527
Arpanet19706,0000,1800.014630153,0.899989,0.899989
Arpanet19706,0001,1800.007530129,0.899991,0.899991
Arpanet19706,0002,1800.017254158,0.931959,0.899989
Arpanet19706,0003,1800.008175774,0.899991,0.899991
Arpanet19706,0004,1800.022325601,0.899991,0.899991
Arpanet19719,0000,1800.074340935,0.95448175,0.899983
Arpanet19719,0001,1800.094523386,1.2369775,0.899979
Arpanet19719,0002,1800.194926485,1.0865745,0.8999795
Arpanet19719,0003,1800.238972752,0.937374,0.89998
Arpanet19719,0004,1800.203193793,0.988302,0.89999
Arpanet19723,0000,1800.311217911,0.998438,0.899961
Arpanet19723,0001,1800.264345175,1.05999325,0.899965
Arpanet19723,0002,1800.00771542,0.92398775,0.899965
Arpanet19723,0003,1800.366904856,0.9255245,0.89996
Arpanet19723,0004,1800.053337531,1.0445805,0.8999705
Arpanet19728,0000,1800.463960882,1.160817,0.90072
Arpanet19728,0001,1800.460460614,1.18464275,0.900183
Arpanet19728,0002,1800.722055763,1.1961195,0.900368
Arpanet19728,0003,1800.042841352,1.118897,0.9130815
Arpanet19728,0004,1800.305375143,1.23155525,0.900047
AsnetAm,0000,1807.07436796,1.137118625,0.899725
AsnetAm,0001,1806.740490367,1.21302925,0.899732
AsnetAm,0002,1801.073217643,1.640686375,0.899717
AsnetAm,0003,1806.153352008,1.247585625,0.899718
AsnetAm,0004,1806.534998342,2.3302665,1.1573460000000002
Atmnet,0000,1800.056786563,1.2319,0.8998322580645162
Atmnet,0001,1800.128400313,1.0528870967741935,0.8998354838709678
Atmnet,0002,1800.05252393,1.1880645161290322,0.8998612903225807
Atmnet,0003,1800.017631455,1.1654483870967742,0.8998548387096774
Atmnet,0004,1800.252340829,1.2062612903225807,0.8998322580645162
AttMpls,0000,1800.159050504,1.8143539944444442,1.086843
AttMpls,0001,1800.381282826,2.033677,1.102628
AttMpls,0002,1800.517543547,1.8807044375000002,1.1969315
AttMpls,0003,1800.143286222,1.70808515,1.076751
AttMpls,0004,1800.016538075,1.5650365624999998,0.9904035
Azrena,0000,1800.36606382,0.89996,0.89996
Azrena,0001,1800.249993616,0.899949,0.899949
Azrena,0002,1800.457735298,0.899956,0.899956
Azrena,0003,1800.360007997,0.899946,0.899946
Azrena,0004,1800.077876781,0.899962,0.899962
Bandcon,0000,1800.325413354,1.341786,0.899983
Bandcon,0001,1800.311979051,1.36596225,0.89997525
Bandcon,0002,1800.132951868,1.3554525,0.899977
Bandcon,0003,1800.055664548,1.415791,0.900032
Bandcon,0004,1800.07025568,1.4376165,0.8999905
Basnet,0000,1800.001550784,0.8997419354838709,0.8997419354838709
Basnet,0001,1800.005183169,0.8996129032258064,0.8996129032258064
Basnet,0002,1800.00258484,0.8996129032258064,0.8996129032258064
Basnet,0003,1800.00589425,0.8996129032258064,0.8996129032258064
Basnet,0004,1800.001486802,0.8997419354838709,0.8997419354838709
Bbnplanet,0000,1800.175539955,0.9072666666666667,0.8995555555555556
Bbnplanet,0001,1800.068542096,1.1592555555555555,0.8993722222222222
Bbnplanet,0002,1800.464222783,1.4006333333333334,0.8996777777777778
Bbnplanet,0003,1800.215784242,1.3306,0.8997222222222222
Bbnplanet,0004,1800.19943302,1.3677777777777778,0.8989888888888888
Bellcanada,0000,1800.291797747,1.469394,0.899919
Bellcanada,0001,1803.839374638,1.452509,0.899917
Bellcanada,0002,1800.057285089,1.337146,0.902023
Bellcanada,0003,1801.493584329,1.599112,0.912358
Bellcanada,0004,1801.891847421,1.690513,0.9255595
Bellsouth,0000,1801.680958106,1.347594,0.899881
Bellsouth,0001,1802.226364885,1.26125,0.899906
Bellsouth,0002,1801.235166441,1.3044885,0.899886
Bellsouth,0003,1801.732387804,0.98382675,0.899881
Bellsouth,0004,1800.315798645,1.302733,0.899924
Belnet2003,0000,1800.127306721,2.4653276,1.0167480800000002
Belnet2003,0001,1800.215294005,3.254952,0.89998
Belnet2003,0002,1800.036179907,3.0215004,1.0550282
Belnet2003,0003,1800.109363678,0.916029,0.89999
Belnet2003,0004,1800.386658234,2.902152,1.0325922666666667
Belnet2004,0000,1800.525008026,3.1735944,0.9210016
Belnet2004,0001,1800.546134996,1.3974256,1.1211478
Belnet2004,0002,1800.227069107,2.3108296,1.0782988
Belnet2004,0003,1800.490783732,2.162098,0.90002
Belnet2004,0004,1800.340208924,2.3697644,1.0891904
Belnet2005,0000,1800.452002306,1.4111804,0.9409120833333332
Belnet2005,0001,1800.067366018,1.1906645,0.90383185
Belnet2005,0002,1800.046805995,1.2158712,0.9013983
Belnet2005,0003,1800.372168526,1.2810081599999998,1.0284508
Belnet2005,0004,1800.474736596,2.289784,0.9945856
Belnet2006,0000,1800.346572466,1.2965656,1.1247588
Belnet2006,0001,1800.316666872,4.255964,1.2133916
Belnet2006,0002,1800.033262328,1.2887648,0.9897366
Belnet2006,0003,1800.459491882,1.5105060799999999,0.9723916
Belnet2006,0004,1800.287199605,1.1661184,0.9207359
Belnet2007,0000,1800.121970766,1.1494772333333334,0.8999785
Belnet2007,0001,1800.135756364,0.9385210000000002,0.9000095
Belnet2007,0002,1800.269295778,1.00183,0.8999809999999999
Belnet2007,0003,1800.130732833,1.0348047,0.8999975
Belnet2007,0004,1800.177312579,1.035574,0.899983
Belnet2008,0000,1800.429788757,1.2397826666666665,0.8999828333333334
Belnet2008,0001,1800.036279209,1.0560538333333334,0.8999786666666666
Belnet2008,0002,1800.059672114,1.074541,0.900001
Belnet2008,0003,1800.03060989,1.289673,0.8999845
Belnet2008,0004,1800.034197526,1.089667,0.8999836666666666
Belnet2009,0000,1800.344672759,1.084957,0.8999785
Belnet2009,0001,1800.084842226,0.947063,0.8999758666666668
Belnet2009,0002,1800.081755359,1.215681,0.8999825
Belnet2009,0003,1800.337999296,1.283664,0.8999773333333334
Belnet2009,0004,1800.294845901,1.0201,0.899979
Belnet2010,0000,1800.035498792,1.1540899,0.899979
Belnet2010,0001,1800.05413114,1.0286833333333332,0.8999755
Belnet2010,0002,1800.487113378,1.145085,0.89998
Belnet2010,0003,1800.040981703,1.2413115,0.899981
Belnet2010,0004,1800.158297105,1.0544642666666666,0.899982
BeyondTheNetwork,0000,1806.403839004,1.7501338333333332,0.962374
BeyondTheNetwork,0001,1806.407660828,1.54657225,0.943368
BeyondTheNetwork,0002,1800.224255196,1.7911035,0.9373750000000001
BeyondTheNetwork,0003,1800.624464899,1.621687,0.9329925
BeyondTheNetwork,0004,1804.386025815,1.7834481666666668,0.944615
Bics,0000,1800.342727439,1.2632605,0.8999995
Bics,0001,1800.903569666,1.3158485833333335,0.900375
Bics,0002,1801.902743729,1.38308675,1.004373
Bics,0003,1801.02520551,1.6981397083333332,0.903284
Bics,0004,1800.795808664,1.196041,0.90365
Biznet,0000,1800.218065484,1.4155365,0.9265005
Biznet,0001,1800.14553297,1.4623185,0.900382
Biznet,0002,1800.100040182,1.365356,0.8999495
Biznet,0003,1800.437147633,1.3349685,0.967102
Biznet,0004,1800.274737077,1.182884,0.900005
Bren,0000,1801.517910967,1.2409185393258426,1.088558988764045
Bren,0001,1800.834406425,1.475925561797753,1.0715926966292135
Bren,0002,1801.138702507,1.5919620786516855,0.9743707865168539
Bren,0003,1800.022380333,1.1627415730337078,0.9108426966292135
Bren,0004,1800.450656714,1.112913,0.9319105
BsonetEurope,0000,1800.062576284,1.52069775,0.957503
BsonetEurope,0001,1800.021150389,1.58065575,1.0916028333333334
BsonetEurope,0002,1800.20047075,1.3254543333333333,0.9239485
BsonetEurope,0003,1800.043359791,1.360544875,0.979142
BsonetEurope,0004,1800.046471037,1.5989069583333333,0.953
BtAsiaPac,0000,1800.069591936,1.3668860833333332,1.0204833333333334
BtAsiaPac,0001,1800.060007496,1.3893244166666665,1.000454
BtAsiaPac,0002,1800.235663514,1.6925016666666668,0.945505
BtAsiaPac,0003,1800.38718438,1.2372016666666665,0.968186
BtAsiaPac,0004,1800.213403099,1.3976490833333335,1.123788
BtEurope,0000,1800.309391864,1.77478725,0.943218
BtEurope,0001,1800.153857058,1.8110581666666667,1.1916035
BtEurope,0002,1800.705458747,1.79057175,1.064267
BtEurope,0003,1800.037162062,1.91325225,1.027026
BtEurope,0004,1800.234122294,2.261043083333333,1.0788451666666667
BtLatinAmerica,0000,1800.516086841,0.899748,0.899748
BtLatinAmerica,0001,1801.010701132,0.899738,0.899738
BtLatinAmerica,0002,1800.595151681,0.899758,0.899758
BtLatinAmerica,0003,1803.085890283,0.899746,0.899746
BtLatinAmerica,0004,1800.782235806,0.89975,0.89975
BtNorthAmerica,0000,1801.733838596,1.9001776458333333,1.2049087916666668
BtNorthAmerica,0001,1801.21467379,1.6197473888888891,1.1538485
BtNorthAmerica,0002,1800.164669636,1.8313633194444447,1.2748855
BtNorthAmerica,0003,1803.502052936,1.7371325958333335,1.2177035
BtNorthAmerica,0004,1800.345625543,1.7186296458333334,1.22269175
Canerie,0000,1800.738244868,1.586299,0.900549
Canerie,0001,1800.106487453,1.785087,0.921608
Canerie,0002,1800.343539974,1.4696205,0.9021480000000003
Canerie,0003,1800.21727962,1.477942,0.912496
Canerie,0004,1801.267456031,1.441775,0.901048
Carnet,0000,1801.9414501,0.899842,0.899842
Carnet,0001,1803.436687238,0.899832,0.899832
Carnet,0002,1802.833741847,0.899832,0.899832
Carnet,0003,1801.283545818,0.899839,0.899839
Carnet,0004,1801.982527902,0.899834,0.899834
Cernet,0000,1800.9731799,1.0943850666666666,1.08637311827957
Cernet,0001,1801.209740644,1.1901406809910577,1.01514
Cernet,0002,1801.454362375,1.148285872720749,0.9620548092022796
Cernet,0003,1800.288438299,1.1745741935483873,0.9629792
Cernet,0004,1800.096953499,1.1915709677419357,0.9377322580645161
Cesnet1993,0000,1800.006072259,0.8981666666666667,0.8981666666666667
Cesnet1993,0001,1800.007577336,0.8975,0.8975
Cesnet1993,0002,1800.004728677,0.8975,0.8975
Cesnet1993,0003,1800.031537902,0.8975,0.8975
Cesnet1993,0004,1800.00363256,0.8985,0.8985
Cesnet1997,0000,1800.022106915,0.8994705882352941,0.8994705882352941
Cesnet1997,0001,1800.062485916,0.8995,0.8995
Cesnet1997,0002,1800.053818655,0.8994705882352941,0.8994705882352941
Cesnet1997,0003,1800.041389921,0.8993529411764706,0.8993529411764706
Cesnet1997,0004,1800.006274105,0.8993823529411765,0.8993823529411765
Cesnet1999,0000,1800.050932464,0.8998774193548387,0.8998774193548387
Cesnet1999,0001,1800.050765513,0.8998529411764706,0.8998529411764706
Cesnet1999,0002,1800.005607021,0.89925,0.89925
Cesnet1999,0003,1800.026058025,0.8992258064516129,0.8992258064516129
Cesnet1999,0004,1800.006633317,0.8998529411764706,0.8998529411764706
Cesnet2001,0000,1800.130674959,1.058107012680759,1.0319967741935483
Cesnet2001,0001,1800.270204672,1.058107012680759,1.058107012680759
Cesnet2001,0002,1800.095455024,1.0581092801387684,1.0581092801387684
Cesnet2001,0003,1800.450781451,1.0581002103067303,1.0581002103067303
Cesnet2001,0004,1800.431524837,1.058107012680759,1.0544806451612903
Cesnet200304,0000,1800.273052294,1.2551908,0.9972145
Cesnet200304,0001,1801.149816353,1.2472796,0.940143
Cesnet200304,0002,1800.915864385,1.2539148,1.0020692
Cesnet200304,0003,1800.683527941,1.1600684,0.9016046666666668
Cesnet200304,0004,1801.079107661,1.1423928,0.9337272
Cesnet200511,0000,1800.80021677,1.2846136542231985,0.9369988
Cesnet200511,0001,1801.23995078,1.7667957873254292,0.9791792
Cesnet200511,0002,1800.925542621,1.945118593797022,0.954
Cesnet200511,0003,1801.597595792,1.792963074868874,0.9256424
Cesnet200511,0004,1800.29103898,1.2709561743617392,0.9447928
Cesnet200603,0000,1801.485372072,1.9178591179629694,0.9342398
Cesnet200603,0001,1801.022627509,1.1795198,0.899922
Cesnet200603,0002,1800.237836001,1.7879725402996973,0.9024971167475505
Cesnet200603,0003,1800.051880793,1.551990514667347,0.9515811
Cesnet200603,0004,1800.814063039,2.2697813633235815,0.9049815787458109
Cesnet200706,0000,1800.455532771,2.0310029912565284,0.9727478560044525
Cesnet200706,0001,1800.226270918,2.3009951881682675,1.0155967261632155
Cesnet200706,0002,1803.335707701,2.1404624583784404,0.9643909403920823
Cesnet200706,0003,1802.446676824,2.2026920872585034,0.9565366
Cesnet200706,0004,1801.300962131,2.0275641148663444,0.9753866868584479
Cesnet201006,0000,1804.089865008,2.1718849290034123,0.8999868736825986
Cesnet201006,0001,1802.309689662,2.2618712404929595,0.9013552159559037
Cesnet201006,0002,1800.902266728,2.0829707272946507,0.9099402345540639
Cesnet201006,0003,1806.584026567,2.1447186668952747,0.9648367325238093
Cesnet201006,0004,1803.909488003,2.2037613174209807,0.9024668827590908
Chinanet,0000,1803.811918015,1.67141275,1.190586
Chinanet,0001,1800.192309642,2.072374925,1.31121
Chinanet,0002,1802.137347802,2.58470875,1.287414
Chinanet,0003,1800.735218296,2.10755575,1.09342375
Chinanet,0004,1801.957343881,2.7912255,1.206094
Claranet,0000,1800.001301338,1.211927,1.01187
Claranet,0001,1800.043316257,1.3116705,0.9783625
Claranet,0002,1800.030206919,1.528764,0.962015
Claranet,0003,1800.010802916,1.1580415,0.9274905
Claranet,0004,1800.1266755,1.3471415,0.9013923333333332
Cogentco,0000,1843.222787526,1.6349348958333332,1.226521
Cogentco,0001,1814.095071259,1.701552875,1.1037205
Cogentco,0002,1847.150507101,1.73250228125,1.07496125
Cogentco,0003,1938.178114402,1.7316863125,1.2783760416666665
Cogentco,0004,1924.713840315,1.5546565,1.276871888888889
Colt,0000,1803.110003748,1.3956798333333333,0.8986495
Colt,0001,1810.474854608,1.3935676666666665,0.902923
Colt,0002,1841.297123992,1.4992882499999998,0.9569985
Colt,0003,1828.327483552,1.40006275,0.898653
Colt,0004,1802.50059785,1.3262250833333336,0.8986275
Columbus,0000,1800.779673175,1.1790323333333332,0.90019
Columbus,0001,1800.491671006,1.1835524166666667,0.899731
Columbus,0002,1803.187385633,1.1888399166666666,0.9057
Columbus,0003,1804.3062199,1.1618105,0.899741
Columbus,0004,1802.782852169,1.13419525,0.8997265
Compuserve,0000,1800.060706104,1.8472666666666666,0.9094444444444445
Compuserve,0001,1800.003893664,1.4976055555555556,0.9059555555555555
Compuserve,0002,1800.069599227,1.4103222222222223,0.9204555555555556
Compuserve,0003,1800.036687438,1.5543555555555555,0.9046555555555555
Compuserve,0004,1800.032576747,1.6254166666666667,0.9244111111111111
CrlNetworkServices,0000,1800.262238437,1.6589222222222222,0.8996111111111111
CrlNetworkServices,0001,1800.086702656,1.5505333333333333,0.8986444444444445
CrlNetworkServices,0002,1800.96963194,1.316,0.8986444444444445
CrlNetworkServices,0003,1800.858915286,1.2762,0.8985888888888889
CrlNetworkServices,0004,1800.095956301,1.5500333333333334,0.8986666666666666
Cudi,0000,1802.877388852,0.8998870833333333,0.8998870833333333
Cudi,0001,1803.517356127,0.8999529166666667,0.8999529166666667
Cudi,0002,1805.009127422,0.8998883333333333,0.8998883333333333
Cudi,0003,1802.794585112,0.8998845833333333,0.8998845833333333
Cudi,0004,1802.198827568,0.8998883333333333,0.8998883333333333
Cwix,0000,1800.330220456,1.2188037037037038,0.8994888888888889
Cwix,0001,1800.028249494,1.475014814814815,0.9338444444444445
Cwix,0002,1800.11468978,1.1296314814814814,0.8994444444444445
Cwix,0003,1800.206940472,1.2342,0.9098666666666667
Cwix,0004,1800.048202869,1.1962481481481482,0.9001
Cynet,0000,1800.77117461,0.8994971804511278,0.8994971804511278
Cynet,0001,1800.66961367,0.8994501879699248,0.8994501879699248
Cynet,0002,1800.801555293,0.8994736842105263,0.8994736842105263
Cynet,0003,1800.427500555,0.8995112781954887,0.8995112781954887
Cynet,0004,1800.10047617,0.8994736842105263,0.8994736842105263
Darkstrand,0000,1800.073663454,1.1062745,0.8999535
Darkstrand,0001,1800.645125279,1.1641845,0.899951
Darkstrand,0002,1800.377284774,1.040536,0.899955
Darkstrand,0003,1800.278461962,1.027188,0.899951
Darkstrand,0004,1800.368363679,1.05033225,0.8999515
Dataxchange,0000,1800.01902421,1.0392666666666666,0.9482888888888888
Dataxchange,0001,1800.018532714,1.2840666666666667,1.2840666666666667
Dataxchange,0002,1800.015651779,1.2485555555555556,1.2134444444444445
Dataxchange,0003,1800.004385955,0.98,0.8999333333333334
Dataxchange,0004,1800.010958505,1.432511111111111,1.1257037037037039
Deltacom,0000,1811.356053256,1.5635610119047618,1.15278675
Deltacom,0001,1825.915112437,2.0523256416666666,1.080504
Deltacom,0002,1808.405078918,1.4442378666666666,0.9872375
Deltacom,0003,1851.497796768,1.9189675833333328,1.315591
Deltacom,0004,1832.126263995,1.6976481333333335,1.0097758333333333
DeutscheTelekom,0000,1801.159815688,1.2944341666666666,1.000085
DeutscheTelekom,0001,1800.97968588,1.164138,0.899957
DeutscheTelekom,0002,1800.477516258,0.899957,0.8999569999999999
DeutscheTelekom,0003,1801.170533371,1.5048447291666667,0.899961
DeutscheTelekom,0004,1800.308679397,1.122506,0.89996
Dfn,0000,1801.12114298,1.62296325,0.9733545
Dfn,0001,1801.304629241,2.8167695,1.1947675
Dfn,0002,1801.102658405,2.31072875,1.408471
Dfn,0003,1800.515678805,2.304885,1.295458
Dfn,0004,1801.053172667,2.408236875,1.344062
DialtelecomCz,0000,1850.676951789,1.33365725,0.9439815
DialtelecomCz,0001,1922.722922834,1.54252475,1.019857
DialtelecomCz,0002,1836.94839749,1.4837253333333338,0.95512
DialtelecomCz,0003,1876.333536724,1.41876075,0.913967
DialtelecomCz,0004,1803.169274163,1.3284085,0.9259665
Digex,0000,1800.087033303,0.9579333333333333,0.8988666666666667
Digex,0001,1800.706993522,0.9968888888888889,0.8987888888888889
Digex,0002,1800.014474,0.9690666666666666,0.8988333333333334
Digex,0003,1800.333526355,0.9739259259259259,0.8987555555555555
Digex,0004,1800.029307144,1.0659685185185184,0.8988
Easynet,0000,1800.244595268,1.34183,0.9323
Easynet,0001,1800.017358634,1.3828288333333332,0.986185
Easynet,0002,1800.182424289,1.217687,1.0241475
Easynet,0003,1800.060652867,1.238191,1.1808585
Easynet,0004,1800.126290295,1.628575,0.9856765
Eenet,0000,1800.059040483,0.9539915,0.90423775
Eenet,0001,1800.005207716,0.9539885,0.9316845
Eenet,0002,1800.09789834,0.953989,0.9511435
Eenet,0003,1800.091394697,0.95399,0.926814
Eenet,0004,1800.000786165,0.953991,0.953991
EliBackbone,0000,1800.278139663,1.7986420833333334,0.90084
EliBackbone,0001,1800.180619379,1.4737325416666665,0.900124
EliBackbone,0002,1800.054995287,1.41634225,0.90831
EliBackbone,0003,1800.108605377,1.5861733333333334,0.9231635
EliBackbone,0004,1800.186551605,1.4460605833333333,0.902779
Epoch,0000,1800.01238417,1.2871777777777778,0.9926666666666667
Epoch,0001,1800.004101481,0.9052777777777777,0.9052777777777777
Epoch,0002,1800.007762985,1.1331222222222221,0.9081666666666667
Epoch,0003,1800.009630937,1.369488888888889,0.9564111111111111
Epoch,0004,1800.009127988,0.9845222222222222,0.9473111111111111
Ernet,0000,1800.259892677,1.0134315,0.899951
Ernet,0001,1800.305483661,1.408024,0.899946
Ernet,0002,1800.847083776,1.089705,0.899949
Ernet,0003,1800.478320449,1.1161025,0.899947
Ernet,0004,1800.886013725,1.2797685,0.899949
Esnet,0000,1810.915329621,1.6685343,0.9805602162819974
Esnet,0001,1800.492962251,1.4357969058056954,0.9013786159507815
Esnet,0002,1810.643140691,1.4256552,0.90076575
Esnet,0003,1809.316390513,1.4453048,1.2022982
Esnet,0004,1818.468520796,1.4655845913334329,1.0633493911563874
Eunetworks,0000,1800.040991369,1.278655,0.8999965
Eunetworks,0001,1800.04200388,1.2534535,0.9000015
Eunetworks,0002,1800.014785392,1.2335793333333336,0.8999895
Eunetworks,0003,1800.040496882,0.919964,0.8999875
Eunetworks,0004,1800.03880046,0.9296173333333334,0.899989
Evolink,0000,1800.416966545,1.152552,0.899928
Evolink,0001,1801.390952389,1.2844975,0.8999963333333334
Evolink,0002,1800.410145218,1.188336,0.89993125
Evolink,0003,1801.333660695,1.09149875,0.899928
Evolink,0004,1800.630541795,1.36948475,0.89998775
Fatman,0000,1800.023179541,0.899978,0.899978
Fatman,0001,1800.001963934,0.899977,0.899977
Fatman,0002,1800.140260807,0.899971,0.899971
Fatman,0003,1800.02784748,0.899973,0.899973
Fatman,0004,1800.064342328,0.899973,0.899973
Fccn,0000,1800.358009437,1.528796,1.035538
Fccn,0001,1800.155510152,1.134371,0.899969
Fccn,0002,1800.380852891,1.617752,0.991065
Fccn,0003,1800.202564401,1.685166,0.957354
Fccn,0004,1800.045731248,1.728403,0.9357345
Forthnet,0000,1801.307040351,0.8999888888888888,0.8999888888888888
Forthnet,0001,1806.675172244,1.1628976666666666,0.8999883888888889
Forthnet,0002,1807.842969972,1.3580978888888888,0.8999891111111111
Forthnet,0003,1801.467506603,1.3455797777777778,0.8999876111111111
Forthnet,0004,1801.270829457,1.5063600555555556,0.9231057
Funet,0000,1800.085554963,1.076614,0.89996
Funet,0001,1800.322334964,1.2143715,0.8999565
Funet,0002,1800.201297375,1.2347105,0.8999575
Funet,0003,1800.302632299,1.214491,0.899961
Funet,0004,1800.309185088,1.1610345,0.8999645
Gambia,0000,1800.51267596,0.89968,0.89968
Gambia,0001,1800.595650901,0.89965,0.89965
Gambia,0002,1800.215793139,0.89968,0.89968
Gambia,0003,1800.360091386,0.899655,0.899655
Gambia,0004,1800.757841326,0.89966,0.89966
Garr199901,0000,1800.014646611,1.098765,1.098765
Garr199901,0001,1800.071503524,1.038377,1.038377
Garr199901,0002,1800.005047454,1.199841,1.103554
Garr199901,0003,1800.105631386,1.273288,1.1542123333333332
