Topology,DemandFile,Preprocessing time,ILP solve time,Total  time,uMax
Garr199904,0004,0.003,0.159,0.162,0.8999612903225807
Garr199905,0000,0.003,0.372,0.375,0.8999806451612904
Garr199905,0001,0.004,0.224,0.228,0.8999548387096774
Garr199905,0002,0.003,0.174,0.177,0.8999677419354839
Garr199905,0003,0.002,0.338,0.34,0.8999741935483871
Garr199905,0004,0.003,0.166,0.169,0.8999225806451613
Garr200109,0000,0.003,0.157,0.16,0.8999677419354839
Garr200109,0001,0.002,0.213,0.215,0.8999354838709678
Garr200109,0002,0.003,0.172,0.175,0.9
Garr200109,0003,0.003,0.183,0.186,0.8999032258064517
Garr200109,0004,0.003,0.178,0.181,0.8998967741935483
Garr200112,0000,0.002,0.177,0.179,0.899883870967742
Garr200112,0001,0.003,0.18,0.183,0.8999354838709678
Garr200112,0002,0.003,0.19,0.193,0.8999741935483871
Garr200112,0003,0.003,0.19,0.193,0.899916129032258
Garr200112,0004,0.003,0.167,0.17,0.8999290322580645
Garr200212,0000,0.003,0.189,0.192,0.8998193548387097
Garr200212,0001,0.003,0.184,0.187,1.1510387096774193
Garr200212,0002,0.004,0.194,0.198,1.1249032258064515
Garr200212,0003,0.003,0.19,0.193,0.8998322580645162
Garr200212,0004,0.004,0.232,0.236,0.8998064516129032
Garr200404,0000,0.002,0.216,0.218,0.8999483870967742
Garr200404,0001,0.003,0.149,0.152,0.8999354838709678
Garr200404,0002,0.003,0.197,0.2,0.8999548387096774
Garr200404,0003,0.003,0.175,0.178,0.8999612903225807
Garr200404,0004,0.002,0.19,0.192,0.8999870967741935
Garr200902,0000,0.018,2.277,2.295,0.9651428
Garr200902,0001,0.018,3.005,3.023,0.92873
Garr200902,0002,0.017,2.399,2.416,0.900048
Garr200902,0003,0.019,1.83,1.849,0.899902
Garr200902,0004,0.018,1.96,1.978,1.1045323351088925
Garr200908,0000,0.018,2.234,2.252,0.900012
Garr200908,0001,0.018,1.868,1.886,0.9000564
Garr200908,0002,0.026,2.229,2.255,0.946594
Garr200908,0003,0.017,2.306,2.323,0.9000848
Garr200908,0004,0.017,1.691,1.708,0.984247
Garr200909,0000,0.019,2.412,2.431,0.958866
Garr200909,0001,0.019,1.828,1.847,0.8999169230769231
Garr200909,0002,0.018,2.728,2.746,0.9533192
Garr200909,0003,0.019,1.969,1.988,0.9000312
Garr200909,0004,0.019,1.972,1.991,0.900104
Garr200912,0000,0.017,2.234,2.251,0.9469236
Garr200912,0001,0.018,2.198,2.216,0.9648643999999998
Garr200912,0002,0.018,1.719,1.737,0.8999138461538462
Garr200912,0003,0.017,1.875,1.892,0.8999261538461538
Garr200912,0004,0.018,2.375,2.393,0.9566813203834338
Garr201001,0000,0.019,1.863,1.882,0.9729164
Garr201001,0001,0.018,1.835,1.853,1.091937
Garr201001,0002,0.018,1.813,1.831,0.905651
Garr201001,0003,0.02,2.87,2.89,0.9205964
Garr201001,0004,0.018,1.827,1.845,1.007009
Garr201003,0000,0.018,3.183,3.201,0.9108371999999999
Garr201003,0001,0.018,1.923,1.941,1.019401
Garr201003,0002,0.019,2.322,2.341,0.8999184615384612
Garr201003,0003,0.017,2.417,2.434,0.919602
Garr201003,0004,0.018,1.927,1.945,0.8999169230769231
Garr201004,0000,0.018,3.5,3.518,0.965188
Garr201004,0001,0.018,2.627,2.645,0.9931836
Garr201004,0002,0.028,2.093,2.121,1.2046139999999999
Garr201004,0003,0.019,1.833,1.852,0.8999230769230769
Garr201004,0004,0.017,2.408,2.425,0.996268
Garr201005,0000,0.019,2.594,2.613,0.9000528
Garr201005,0001,0.021,2.509,2.53,0.9797247999999998
Garr201005,0002,0.018,2.125,2.143,1.0544084
Garr201005,0003,0.019,2.609,2.628,0.9000992
Garr201005,0004,0.018,3.275,3.293,0.9243414
Garr201007,0000,0.017,1.967,1.984,0.8999246153846154
Garr201007,0001,0.019,2.028,2.047,1.119515
Garr201007,0002,0.019,2.195,2.214,0.9101977
Garr201007,0003,0.018,3.182,3.2,0.9188172
Garr201007,0004,0.017,2.407,2.424,0.9654002
Garr201008,0000,0.02,2.493,2.513,0.8999061538461538
Garr201008,0001,0.019,2.292,2.311,0.900058
Garr201008,0002,0.018,2.131,2.149,1.038482
Garr201008,0003,0.02,2.561,2.581,0.9600248
Garr201008,0004,0.033,2.062,2.095,1.221674
Garr201010,0000,0.02,2.647,2.667,0.9000368
Garr201010,0001,0.035,2.637,2.672,0.9000892
Garr201010,0002,0.02,2.724,2.744,0.9000792
Garr201010,0003,0.018,2.925,2.943,1.0808564
Garr201010,0004,0.019,2.634,2.653,0.958056
Garr201012,0000,0.018,2.388,2.406,0.9000284
Garr201012,0001,0.018,2.659,2.677,0.972131
Garr201012,0002,0.018,2.609,2.627,0.9000588
Garr201012,0003,0.034,3.223,3.257,0.922372224894488
Garr201012,0004,0.021,2.533,2.554,0.9000484
Garr201101,0000,0.019,2.595,2.614,1.003705361462431
Garr201101,0001,0.018,2.471,2.489,0.90006
Garr201101,0002,0.018,2.734,2.752,1.1179884
Garr201101,0003,0.02,2.8,2.82,0.900122
Garr201101,0004,0.019,2.83,2.849,0.9783552
Garr201102,0000,0.019,2.276,2.295,0.89994
Garr201102,0001,0.019,2.321,2.34,0.89995
Garr201102,0002,0.019,2.272,2.291,0.899945
Garr201102,0003,0.019,2.204,2.223,0.89995
Garr201102,0004,0.019,2.252,2.271,0.899944
Garr201103,0000,0.019,2.318,2.337,0.899941
Garr201103,0001,0.019,2.651,2.67,0.899944
Garr201103,0002,0.019,2.656,2.675,0.950317
Garr201103,0003,0.019,2.451,2.47,0.992136
Garr201103,0004,0.019,2.726,2.745,1.024875999999999
Garr201104,0000,0.02,2.566,2.586,0.899941
Garr201104,0001,0.019,2.578,2.597,1.247638
Garr201104,0002,0.019,2.526,2.545,1.799943
Garr201104,0003,0.019,2.634,2.653,0.899941
Garr201104,0004,0.019,2.557,2.576,0.899939
Garr201105,0000,0.019,2.54,2.559,1.09697
Garr201105,0001,0.019,2.661,2.68,0.899947
Garr201105,0002,0.02,2.507,2.527,0.899943
Garr201105,0003,0.02,3.153,3.173,0.943398
Garr201105,0004,0.019,2.785,2.804,0.9000244
Garr201107,0000,0.02,3.015,3.035,0.925796
Garr201107,0001,0.021,2.53,2.551,1.302537
Garr201107,0002,0.021,3.299,3.32,0.909163
Garr201107,0003,0.02,2.563,2.583,1.09726
Garr201107,0004,0.02,2.896,2.916,1.130553
Garr201108,0000,0.019,2.586,2.605,1.089768
Garr201108,0001,0.02,2.729,2.749,0.9000384
Garr201108,0002,0.02,2.536,2.556,0.9000452
Garr201108,0003,0.02,2.961,2.981,0.8999764
Garr201108,0004,0.019,2.592,2.611,0.9000096
Garr201109,0000,0.02,3.037,3.057,0.8999888
Garr201109,0001,0.02,2.807,2.827,0.8999864000000001
Garr201109,0002,0.021,2.918,2.939,0.89999
Garr201109,0003,0.019,3.097,3.116,0.9000892
Garr201109,0004,0.022,2.725,2.747,0.8999732
Garr201110,0000,0.022,2.615,2.637,0.899938
Garr201110,0001,0.019,2.86,2.879,0.9000564
Garr201110,0002,0.022,2.801,2.823,0.8999724
Garr201110,0003,0.021,2.676,2.697,0.9000288
Garr201110,0004,0.021,2.834,2.855,0.8999996
Garr201111,0000,0.02,2.896,2.916,0.8999704000000001
Garr201111,0001,0.021,3.338,3.359,0.8999744
Garr201111,0002,0.021,2.972,2.993,0.8999891999999999
Garr201111,0003,0.021,3.023,3.044,0.8999876
Garr201111,0004,0.02,3.103,3.123,0.9000004
Garr201112,0000,0.02,2.946,2.966,0.9000464
Garr201112,0001,0.022,3.202,3.224,0.9000288
Garr201112,0002,0.021,3.089,3.11,0.899996
Garr201112,0003,0.021,3.028,3.049,0.899938
Garr201112,0004,0.02,3.262,3.282,0.899982
Garr201201,0000,0.021,3.208,3.229,0.90004
Garr201201,0001,0.021,3.08,3.101,1.02542
Garr201201,0002,0.021,2.98,3.001,1.101024
Garr201201,0003,0.02,2.953,2.973,1.277966
Garr201201,0004,0.038,3.047,3.085,0.9000859999999999
Gblnet,0000,0.001,0.03,0.031,0.899993
Gblnet,0001,0.0,0.03,0.03,0.899993
Gblnet,0002,0.0,0.051,0.051,0.899993
Gblnet,0003,0.0,0.03,0.03,0.899993
Gblnet,0004,0.0,0.03,0.03,0.899992
Geant2001,0000,0.003,0.286,0.289,1.0393784
Geant2001,0001,0.004,0.256,0.26,0.8999935691318327
Geant2001,0002,0.003,0.407,0.41,0.945324
Geant2001,0003,0.003,0.272,0.275,0.9276324
Geant2001,0004,0.004,0.241,0.245,0.8999694533762058
Geant2009,0000,0.007,0.986,0.993,0.9000815
Geant2009,0001,0.007,2.677,2.684,0.9384006
Geant2009,0002,0.007,1.466,1.473,0.9001760000000001
Geant2009,0003,0.007,0.942,0.949,0.9001317000000001
Geant2009,0004,0.006,1.074,1.08,0.9002035
Geant2010,0000,0.008,1.199,1.207,0.900086106870229
Geant2010,0001,0.009,1.323,1.332,0.9001183511450381
Geant2010,0002,0.008,3.935,3.943,0.9001388702290076
Geant2010,0003,0.008,1.014,1.022,0.9001133
Geant2010,0004,0.008,0.825,0.833,0.9000815
Geant2012,0000,0.01,1.252,1.262,0.9001828744356163
Geant2012,0001,0.01,1.454,1.464,0.9000353
Geant2012,0002,0.017,1.683,1.7,0.9000769674490202
Geant2012,0003,0.01,1.369,1.379,0.9000779
Geant2012,0004,0.01,1.004,1.014,0.9000934325668309
Getnet,0000,0.0,0.039,0.039,0.9311333333333334
Getnet,0001,0.0,0.037,0.037,0.9186888888888889
Getnet,0002,0.0,0.037,0.037,0.9135777777777778
Getnet,0003,0.0,0.048,0.048,0.908422222222222
Getnet,0004,0.0,0.033,0.033,0.9623555555555554
Globalcenter,0000,0.0,0.057,0.057,1.3514
Globalcenter,0001,0.0,0.066,0.066,1.6360666666666663
Globalcenter,0002,0.0,0.07,0.07,1.1823777777777777
Globalcenter,0003,0.0,0.065,0.065,1.3111111111111111
Globalcenter,0004,0.001,0.075,0.076,1.5756666666666668
Globenet,0000,0.022,7.3,7.322,1.162068
Globenet,0001,0.022,7.142,7.164,1.0449519999999999
Globenet,0002,0.024,6.991,7.015,1.221443
Globenet,0003,0.022,7.052,7.074,1.114044
Globenet,0004,0.023,6.9,6.923,1.108822
Goodnet,0000,0.001,1.924,1.925,0.8999555555555555
Goodnet,0001,0.001,0.119,0.12,0.941
Goodnet,0002,0.001,0.206,0.207,1.2745333333333324
Goodnet,0003,0.001,2.148,2.149,0.8999333333333333
Goodnet,0004,0.001,0.776,0.777,0.933088888888889
Grena,0000,0.001,0.074,0.075,0.899971
Grena,0001,0.001,0.066,0.067,0.899962
Grena,0002,0.001,0.065,0.066,0.899965
Grena,0003,0.001,0.069,0.07,0.899964
Grena,0004,0.001,0.066,0.067,0.899968
Gridnet,0000,0.0,0.147,0.147,0.9105111111111106
Gridnet,0001,0.0,0.269,0.269,0.9027555555555554
Gridnet,0002,0.001,0.213,0.214,0.9051777777777777
Gridnet,0003,0.001,0.112,0.113,0.9072666666666663
Gridnet,0004,0.0,0.055,0.055,1.0624222222222222
Grnet,0000,0.008,0.498,0.506,0.899951
Grnet,0001,0.008,0.457,0.465,0.899986
Grnet,0002,0.008,0.459,0.467,0.899947
Grnet,0003,0.008,0.457,0.465,0.899951
Grnet,0004,0.008,0.478,0.486,0.89995
GtsCe,0000,0.144,172.553,172.697,0.899164
GtsCe,0001,0.145,164.521,164.666,0.899115
GtsCe,0002,0.168,166.003,166.171,0.899169
GtsCe,0003,0.146,198.686,198.832,0.899131
GtsCe,0004,0.144,173.762,173.906,0.899174
GtsCzechRepublic,0000,0.009,0.447,0.456,0.899991
GtsCzechRepublic,0001,0.005,0.409,0.414,0.8999699999999999
GtsCzechRepublic,0002,0.005,0.418,0.423,0.899974
GtsCzechRepublic,0003,0.005,0.505,0.51,0.899994
GtsCzechRepublic,0004,0.005,0.473,0.478,0.899942
GtsHungary,0000,0.005,0.263,0.268,0.899966
GtsHungary,0001,0.004,0.25,0.254,0.899957
GtsHungary,0002,0.009,0.271,0.28,0.900042
GtsHungary,0003,0.004,0.26,0.264,0.899992
GtsHungary,0004,0.005,0.26,0.265,0.900023
GtsPoland,0000,0.006,0.652,0.658,0.89998
GtsPoland,0001,0.006,0.823,0.829,0.900018
GtsPoland,0002,0.006,0.535,0.541,0.899983
GtsPoland,0003,0.006,0.557,0.563,0.900039
GtsPoland,0004,0.006,0.803,0.809,0.900015
GtsRomania,0000,0.002,0.144,0.146,0.900001
GtsRomania,0001,0.003,0.115,0.118,0.900006
GtsRomania,0002,0.002,0.116,0.118,0.900054
GtsRomania,0003,0.002,0.123,0.125,0.899981
GtsRomania,0004,0.003,0.114,0.117,0.89998
GtsSlovakia,0000,0.007,0.335,0.342,1.021509
GtsSlovakia,0001,0.007,0.334,0.341,1.190953
GtsSlovakia,0002,0.007,0.354,0.361,0.900021
GtsSlovakia,0003,0.007,0.35,0.357,0.899975
GtsSlovakia,0004,0.007,0.34,0.347,0.899935
Harnet,0000,0.002,0.131,0.133,1.134652463382157
Harnet,0001,0.002,0.123,0.125,1.0764324900133155
Harnet,0002,0.002,0.129,0.131,1.231328894806924
Harnet,0003,0.003,0.124,0.127,0.9000063914780293
Harnet,0004,0.002,0.128,0.13,0.9000639147802929
Heanet,0000,0.001,0.039,0.04,1.188591
Heanet,0001,0.001,0.037,0.038,2.308915
Heanet,0002,0.001,0.04,0.041,2.159488
Heanet,0003,0.0,0.043,0.043,1.069156
Heanet,0004,0.0,0.04,0.04,0.911412
HiberniaCanada,0000,0.0,0.062,0.062,0.900001
HiberniaCanada,0001,0.001,0.076,0.077,0.902308
HiberniaCanada,0002,0.001,0.079,0.08,0.90003
HiberniaCanada,0003,0.001,0.068,0.069,0.900007
HiberniaCanada,0004,0.0,0.073,0.073,0.900053
HiberniaGlobal,0000,0.018,4.7,4.718,0.987353
HiberniaGlobal,0001,0.019,4.528,4.547,0.937103
HiberniaGlobal,0002,0.028,4.816,4.844,1.044716
HiberniaGlobal,0003,0.017,3.98,3.997,1.0091329999999998
HiberniaGlobal,0004,0.018,4.005,4.023,1.002381
HiberniaIreland,0000,0.0,0.037,0.037,0.903995
HiberniaIreland,0001,0.0,0.06,0.06,0.900041
HiberniaIreland,0002,0.001,0.044,0.045,0.900001
HiberniaIreland,0003,0.0,0.043,0.043,0.9
HiberniaIreland,0004,0.0,0.053,0.053,0.900077
HiberniaNireland,0000,0.002,0.115,0.117,0.900031
HiberniaNireland,0001,0.002,0.155,0.157,0.900048999892875
HiberniaNireland,0002,0.002,0.137,0.139,0.900013
HiberniaNireland,0003,0.002,0.169,0.171,0.9000039999999991
HiberniaNireland,0004,0.002,0.117,0.119,0.900006
HiberniaUk,0000,0.001,0.077,0.078,0.9000349999999999
HiberniaUk,0001,0.001,0.103,0.104,0.9000509999999999
HiberniaUk,0002,0.001,0.089,0.09,0.900073
HiberniaUk,0003,0.001,0.096,0.097,0.900022
HiberniaUk,0004,0.001,0.07,0.071,0.90005
HiberniaUs,0000,0.003,0.182,0.185,0.899958
HiberniaUs,0001,0.003,0.183,0.186,0.899958
HiberniaUs,0002,0.003,0.256,0.259,0.900035
HiberniaUs,0003,0.002,0.166,0.168,0.899965
HiberniaUs,0004,0.002,0.179,0.181,0.899955
Highwinds,0000,0.002,0.212,0.214,1.800016
Highwinds,0001,0.002,0.168,0.17,1.800072
Highwinds,0002,0.001,0.194,0.195,1.800006
Highwinds,0003,0.002,0.136,0.138,1.860619
Highwinds,0004,0.002,0.159,0.161,1.800082
HostwayInternational,0000,0.001,0.126,0.127,0.900065
HostwayInternational,0001,0.001,0.086,0.087,0.899976
HostwayInternational,0002,0.001,0.081,0.082,0.899974
HostwayInternational,0003,0.001,0.091,0.092,0.900069
HostwayInternational,0004,0.001,0.085,0.086,0.899976
HurricaneElectric,0000,0.003,0.473,0.476,0.900065
HurricaneElectric,0001,0.002,0.205,0.207,0.900074
HurricaneElectric,0002,0.003,0.222,0.225,0.8999869999999999
HurricaneElectric,0003,0.002,0.551,0.553,0.900058
HurricaneElectric,0004,0.003,0.315,0.318,0.9000630000000001
Ibm,0000,0.001,1.688,1.689,0.8998444444444444
Ibm,0001,0.002,0.269,0.271,0.8998666666666667
Ibm,0002,0.001,0.299,0.3,0.8998222222222222
Ibm,0003,0.001,0.433,0.434,0.8998666666666667
Ibm,0004,0.001,0.288,0.289,0.8998444444444444
Iij,0000,0.008,0.54,0.548,0.9001051914544753
Iij,0001,0.008,0.576,0.584,1.0440097133809156
Iij,0002,0.008,0.534,0.542,1.026588119695216
Iij,0003,0.008,0.701,0.709,0.9000280309606481
Iij,0004,0.008,0.715,0.723,0.9001096121077675
Iinet,0000,0.005,0.289,0.294,1.079384
Iinet,0001,0.005,0.321,0.326,0.900019
Iinet,0002,0.005,0.347,0.352,0.900012
Iinet,0003,0.005,0.318,0.323,0.900041
Iinet,0004,0.005,0.338,0.343,0.900012
Ilan,0000,0.001,0.065,0.066,0.914012
Ilan,0001,0.001,0.097,0.098,0.900076
Ilan,0002,0.001,0.109,0.11,0.900046
Ilan,0003,0.001,0.103,0.104,0.9000819999999999
Ilan,0004,0.001,0.062,0.063,1.020346
Integra,0000,0.004,0.378,0.382,0.899967
Integra,0001,0.003,0.292,0.295,0.900015
Integra,0002,0.004,0.352,0.356,0.899968
Integra,0003,0.003,0.289,0.292,0.900042
Integra,0004,0.003,0.375,0.378,0.8999739999999999
Intellifiber,0000,0.027,11.547,11.574,0.899749
Intellifiber,0001,0.028,10.404,10.432,0.899763
Intellifiber,0002,0.026,10.615,10.641,0.899777
Intellifiber,0003,0.026,11.872,11.898,0.899758
Intellifiber,0004,0.028,10.649,10.677,0.899773
Internetmci,0000,0.002,0.172,0.174,1.7999555555555555
Internetmci,0001,0.002,0.218,0.22,1.7999777777777777
Internetmci,0002,0.002,0.287,0.289,1.6323777777777775
Internetmci,0003,0.002,0.288,0.29,1.540883870967742
Internetmci,0004,0.003,0.177,0.18,1.7998888888888889
Internode,0000,0.025,3.247,3.272,1.2119702372950563
Internode,0001,0.023,3.464,3.487,1.132372
Internode,0002,0.025,3.258,3.283,1.3384756188648905
Internode,0003,0.022,3.3,3.322,1.1322924444444444
Internode,0004,0.023,3.427,3.45,1.1331556249999999
Interoute,0000,0.074,63.136,63.21,1.199604
Interoute,0001,0.074,59.707,59.781,1.199641
Interoute,0002,0.092,59.493,59.585,1.199569
Interoute,0003,0.072,63.857,63.929,1.1995559999999998
Interoute,0004,0.071,65.236,65.307,1.194856
Intranetwork,0000,0.013,1.391,1.404,1.221881
Intranetwork,0001,0.01,1.337,1.347,1.035221
Intranetwork,0002,0.01,1.335,1.345,1.038016
Intranetwork,0003,0.01,1.37,1.38,1.086011
Intranetwork,0004,0.009,1.31,1.319,0.997462
Ion,0000,0.096,116.103,116.199,0.899493
Ion,0001,0.098,89.752,89.85,0.899416
Ion,0002,0.156,86.141,86.297,0.899404
Ion,0003,0.1,83.056,83.156,0.899434
Ion,0004,0.098,90.484,90.582,0.899466
IowaStatewideFiberMap,0000,0.006,0.752,0.758,0.900011
IowaStatewideFiberMap,0001,0.006,0.622,0.628,0.900036
IowaStatewideFiberMap,0002,0.007,0.538,0.545,0.900024
IowaStatewideFiberMap,0003,0.006,0.555,0.561,0.900006
IowaStatewideFiberMap,0004,0.006,0.768,0.774,0.899999
Iris,0000,0.017,2.2,2.217,0.899906
Iris,0001,0.017,2.466,2.483,0.899882
Iris,0002,0.017,2.397,2.414,0.89988
Iris,0003,0.017,2.197,2.214,0.899933
Iris,0004,0.018,2.194,2.212,0.899855
Istar,0000,0.002,0.133,0.135,0.899945
Istar,0001,0.003,0.2,0.203,0.899945
Istar,0002,0.003,0.128,0.131,0.899944
Istar,0003,0.002,0.136,0.138,0.8999479999999999
Istar,0004,0.003,0.129,0.132,0.899949
Itnet,0000,0.0,0.037,0.037,0.899995
Itnet,0001,0.0,0.038,0.038,0.899994
Itnet,0002,0.001,0.037,0.038,0.899995
Itnet,0003,0.0,0.038,0.038,0.899994
Itnet,0004,0.001,0.037,0.038,0.899995
Janetbackbone,0000,0.004,0.508,0.512,0.900056
Janetbackbone,0001,0.004,0.361,0.365,0.900014
Janetbackbone,0002,0.004,0.527,0.531,0.900046
Janetbackbone,0003,0.005,0.454,0.459,0.9000360000000001
Janetbackbone,0004,0.004,0.502,0.506,0.900027
JanetExternal,0000,0.0,0.035,0.035,0.8999952
JanetExternal,0001,0.0,0.037,0.037,0.8999956
JanetExternal,0002,0.001,0.039,0.04,0.8999948
JanetExternal,0003,0.0,0.035,0.035,0.8999944
JanetExternal,0004,0.0,0.035,0.035,0.8999952
Janetlense,0000,0.002,0.126,0.128,1.350036
Janetlense,0001,0.002,0.119,0.121,1.211582
Janetlense,0002,0.002,0.138,0.14,1.15521
Janetlense,0003,0.003,0.128,0.131,0.900073
Janetlense,0004,0.002,0.123,0.125,0.999866
Jgn2Plus,0000,0.002,0.075,0.077,0.899963
Jgn2Plus,0001,0.001,0.083,0.084,0.899966
Jgn2Plus,0002,0.002,0.076,0.078,0.899964
Jgn2Plus,0003,0.001,0.075,0.076,0.899959
Jgn2Plus,0004,0.001,0.077,0.078,0.899959
Karen,0000,0.003,0.183,0.186,0.9899956
Karen,0001,0.003,0.173,0.176,0.9916195999999999
Karen,0002,0.003,0.181,0.184,0.9899958
Karen,0003,0.003,0.182,0.185,0.9899967
Karen,0004,0.003,0.172,0.175,0.9899963999999999
KentmanApr2007,0000,0.002,0.123,0.125,0.89968
KentmanApr2007,0001,0.003,0.125,0.128,0.89969
KentmanApr2007,0002,0.003,0.109,0.112,0.89972
KentmanApr2007,0003,0.003,0.117,0.12,0.89971
KentmanApr2007,0004,0.002,0.127,0.129,0.89972
KentmanAug2005,0000,0.003,0.191,0.194,0.8996516129032258
KentmanAug2005,0001,0.003,0.194,0.197,0.8996580645161291
KentmanAug2005,0002,0.003,0.202,0.205,0.8996258064516129
KentmanAug2005,0003,0.003,0.207,0.21,0.8996516129032258
KentmanAug2005,0004,0.003,0.204,0.207,0.8998387096774194
KentmanFeb2008,0000,0.002,0.174,0.176,0.8997
KentmanFeb2008,0001,0.002,0.177,0.179,0.9928224153211498
KentmanFeb2008,0002,0.003,0.173,0.176,0.89968
KentmanFeb2008,0003,0.003,0.166,0.169,0.8996899999999999
KentmanFeb2008,0004,0.003,0.168,0.171,0.89966
KentmanJan2011,0000,0.008,0.427,0.435,0.899932
KentmanJan2011,0001,0.009,0.425,0.434,0.8999139999999999
KentmanJan2011,0002,0.017,0.432,0.449,0.899913
KentmanJan2011,0003,0.008,0.414,0.422,0.89992
KentmanJan2011,0004,0.009,0.413,0.422,0.8999329999999999
KentmanJul2005,0000,0.001,0.073,0.074,0.8995294117647059
KentmanJul2005,0001,0.002,0.115,0.117,0.8995294117647059
KentmanJul2005,0002,0.001,0.091,0.092,0.8996580645161291
KentmanJul2005,0003,0.002,0.097,0.099,0.8999419354838709
KentmanJul2005,0004,0.001,0.081,0.082,0.899916129032258
Kreonet,0000,0.001,0.046,0.047,0.8999992
Kreonet,0001,0.001,0.05,0.051,0.89999925
Kreonet,0002,0.0,0.047,0.047,0.89999925
Kreonet,0003,0.0,0.044,0.044,0.89999925
Kreonet,0004,0.001,0.055,0.056,0.89999925
