Topology,DemandFile,Exit code,Total  time,pre-uMax,post-uMax
Kreonet,0000,0,0.049251616,0.8999992,0.8999992
Kreonet,0001,0,0.051733837,0.89999925,0.89999925
Kreonet,0002,0,0.051352195,0.89999925,0.89999925
Kreonet,0003,0,0.050240727,0.89999925,0.89999925
Kreonet,0004,0,0.049134131,0.89999925,0.89999925
LambdaNet,0000,0,3.036609826,1.0407665,0.899982
LambdaNet,0001,0,5.147870644,1.125329,0.8999545
LambdaNet,0002,0,11.644244719,1.0969675,0.899945
LambdaNet,0003,0,3.309129576,1.191726,0.899961
LambdaNet,0004,0,3.285984931,1.0362805,0.8999325
Latnet,0000,0,2.933369886,0.89704,0.89704
Latnet,0001,0,3.321334403,0.99698,0.89693
Latnet,0002,0,2.656098116,0.89705,0.89705
Latnet,0003,0,2.95619289,0.89709,0.89709
Latnet,0004,0,4.441679521,1.034755,0.89701
Layer42,0000,0,0.077207834,1.1844815,0.9000825
Layer42,0001,0,0.102628146,0.95122,0.9000055
Layer42,0002,0,0.072120382,1.149145,0.9000495
Layer42,0003,0,0.058820549,1.3073735,0.974519
Layer42,0004,0,0.180214245,0.9302995,0.900035
Litnet,0000,0,2.25411075,0.946706,0.899952
Litnet,0001,0,2.54596875,1.115487,0.899929
Litnet,0002,0,2.059791204,0.942885,0.899955
Litnet,0003,0,2.523192285,1.156748,0.899958
Litnet,0004,0,2.491194632,1.243692,0.899903
Marnet,0000,0,0.098801413,2.357032258064516,2.357032258064516
Marnet,0001,0,0.087244589,2.932135483870968,2.932135483870968
Marnet,0002,0,0.093281184,2.4704516129032257,2.4704516129032257
Marnet,0003,0,0.088703243,2.932141935483871,2.932141935483871
Marnet,0004,0,0.090098624,2.9321225806451614,2.9321225806451614
Marwan,0000,0,0.21730368,1.03668402082499,0.8998317981577894
Marwan,0001,0,0.412844596,0.9969723668402083,0.8998478173808571
Marwan,0002,0,0.532730241,1.1096342277399545,0.8999586170070751
Marwan,0003,0,0.314754383,1.2650353757842747,0.8998264584167669
Marwan,0004,0,0.342209765,0.99933253237218,0.8997757308770524
Missouri,0000,0,44.211397683,1.155353,0.8997885
Missouri,0001,0,32.42343803,1.1936195,0.89983575
Missouri,0002,0,31.704710527,1.1670445,0.89976775
Missouri,0003,0,140.349121946,1.3122345,0.8998355
Missouri,0004,0,33.906823456,1.201821875,0.932303
Mren,0000,0,0.029330363,0.899997,0.899997
Mren,0001,0,0.030409702,0.899997,0.899997
Mren,0002,0,0.029992142,0.899996,0.899996
Mren,0003,0,0.030607638,0.899998,0.899998
Mren,0004,0,0.029559883,0.899997,0.899997
Myren,0000,0,4.928436821,1.3330635048231512,0.899966
Myren,0001,0,15.140637036,1.250447,0.9000096463022508
Myren,0002,0,2.531924108,1.1978096774193547,0.8997548387096774
Myren,0003,0,0.439298065,0.89956,0.89956
Myren,0004,0,2.054654528,1.2008354838709678,0.89964
Napnet,0000,0,0.040112821,1.327288888888889,1.0766444444444445
Napnet,0001,0,0.056491089,1.1784,0.9241111111111111
Napnet,0002,0,0.047787657,1.2523777777777778,0.8999555555555555
Napnet,0003,0,0.054124159,1.4760888888888888,1.0675555555555556
Napnet,0004,0,0.04091022,1.1335333333333333,0.8999555555555555
Navigata,0000,0,0.135876263,1.13005525,0.900055
Navigata,0001,0,0.202334694,1.03409,0.9000295
Navigata,0002,0,0.175901516,1.04190075,0.900059
Navigata,0003,0,0.170565815,1.02011,0.900064
Navigata,0004,0,0.23364936,1.09470725,0.900043
Netrail,0000,0,0.529307365,1.4626444444444444,0.9185555555555556
Netrail,0001,0,0.214363754,1.587611111111111,0.9042222222222223
Netrail,0002,0,5.469128809,1.2421333333333333,0.9004888888888889
Netrail,0003,0,0.348620231,1.3282222222222222,0.9396444444444444
Netrail,0004,0,0.058706452,1.9009111111111112,0.9616888888888889
NetworkUsa,0000,0,2.177465986,1.367548,0.8999365
NetworkUsa,0001,0,1.356053927,1.0809965,0.899991
NetworkUsa,0002,0,1.42995987,1.26527,0.8999565
NetworkUsa,0003,0,2.515703569,1.326755,0.8999835
NetworkUsa,0004,0,2.176043751,1.277645,0.899995
Nextgen,0000,0,0.080873984,0.899974,0.899974
Nextgen,0001,0,0.078078985,0.899972,0.899972
Nextgen,0002,0,0.115328353,0.899971,0.899971
Nextgen,0003,0,0.077227164,0.899968,0.899968
Nextgen,0004,0,0.11111226,0.899971,0.899971
Niif,0000,0,1.677151699,0.950783,0.89997
Niif,0001,0,1.194654092,0.928186,0.899956
Niif,0002,0,1.562255539,1.12823,0.900008
Niif,0003,0,1.68756304,1.280344,0.900041
Niif,0004,0,1.733593264,1.285851,0.899958
Noel,0000,0,0.358585175,1.159300375,0.90003
Noel,0001,0,0.399777654,1.019829625,0.899988
Noel,0002,0,0.274296744,1.0617375,0.900029
Noel,0003,0,0.652791177,1.2270555,0.899993
Noel,0004,0,0.489722132,1.34781775,0.900044
Nordu1989,0000,0,0.032447451,0.89921875,0.89921875
Nordu1989,0001,0,0.032050763,0.89921875,0.89921875
Nordu1989,0002,0,0.031551853,0.899375,0.899375
Nordu1989,0003,0,0.031655333,0.89921875,0.89921875
Nordu1989,0004,0,0.030838922,0.89921875,0.89921875
Nordu1997,0000,0,0.056397588,0.899978,0.899978
Nordu1997,0001,0,0.054360379,0.899979,0.899979
Nordu1997,0002,0,0.051276117,0.899978,0.899978
Nordu1997,0003,0,0.051091185,0.899981,0.899981
Nordu1997,0004,0,0.051624925,0.899979,0.899979
Nordu2005,0000,0,0.060717781,1.02007565,0.9218342
Nordu2005,0001,0,0.036953641,1.3499996,1.3499996
Nordu2005,0002,0,0.036714466,1.3499997,1.3499997
Nordu2005,0003,0,0.036459361,1.0587268,1.0587268
Nordu2005,0004,0,0.077283888,1.3012885,0.9489916
Nordu2010,0000,0,0.058448052,0.89998,0.89998
Nordu2010,0001,0,0.112265786,0.902863,0.899982
Nordu2010,0002,0,0.12234664,1.063535,0.899981
Nordu2010,0003,0,0.055498254,0.899979,0.899979
Nordu2010,0004,0,0.077818204,0.899985,0.899985
Nsfcnet,0000,0,0.13623585,1.241706,0.900054
Nsfcnet,0001,0,0.216213207,1.472395,0.900027
Nsfcnet,0002,0,0.05834542,1.03439,0.899998
Nsfcnet,0003,0,0.147440309,1.124705,0.900085
Nsfcnet,0004,0,0.18323027,1.46741,0.900048
Nsfnet,0000,0,0.430885779,1.45110103626943,0.8960492227979274
Nsfnet,0001,1,1801.63793573,1.5939119170984455,0.8960492227979274
Nsfnet,0002,1,1804.616150212,1.41580310880829,0.8976683937823834
Nsfnet,0003,1,1800.716267861,1.5705958549222798,0.9242227979274611
Nsfnet,0004,0,0.382048075,1.4060880829015545,0.8979922279792746
Ntelos,0000,0,14.613519499,0.9435215,0.899852
Ntelos,0001,0,2.917335928,0.899861,0.899861
Ntelos,0002,0,9.003248401,1.0094704166666666,0.899862
Ntelos,0003,0,14.162053666,1.0558932083333332,0.899861
Ntelos,0004,0,11.099390979,0.9209188333333334,0.899861
Ntt,0000,0,9.471008261,1.6473109474608225,0.9563327030553413
Ntt,0001,0,4.259132537,1.9852991254322525,1.0189340599279835
Ntt,0002,0,3.606098997,1.4348963507507073,1.1290372620884774
Ntt,0003,0,3.182846116,1.9199815317741553,0.9600569816941958
Ntt,0004,0,4.991717117,1.5580884414305063,1.1559373392489716
Oteglobe,0000,0,234.253215018,1.84566225,0.9015285
Oteglobe,0001,0,260.42451304,1.7170200833333333,0.900902
Oteglobe,0002,0,331.424001844,1.60593,0.8997911666666666
Oteglobe,0003,0,242.837397716,1.5219294166666664,0.8998158333333334
Oteglobe,0004,0,108.024390329,1.8279180833333335,0.8997448333333332
Oxford,0000,0,0.272206422,1.2044355,0.900046
Oxford,0001,0,0.238498851,1.01246,0.900011
Oxford,0002,0,0.249558536,1.116148,0.900065
Oxford,0003,0,0.265281222,1.1137335,0.90005
Oxford,0004,0,0.321705327,1.130622,0.90003
Pacificwave,0000,0,0.257805515,1.01940665,0.90003865
Pacificwave,0001,0,0.382960652,1.0195301,0.9000151
Pacificwave,0002,0,0.197887893,0.91109505,0.90003085
Pacificwave,0003,0,0.621357767,0.90714935,0.90000745
Pacificwave,0004,0,0.25007808,1.31563375,0.90000885
Packetexchange,0000,0,0.171643719,0.899956,0.899956
Packetexchange,0001,0,0.110536131,0.899955,0.899955
Packetexchange,0002,0,0.112986979,0.899951,0.899951
Packetexchange,0003,0,0.126830842,0.899955,0.899955
Packetexchange,0004,0,0.111170325,0.899952,0.899952
Padi,0000,0,0.032186603,0.89997,0.89997
Padi,0001,0,0.032373076,0.8994,0.8994
Padi,0002,0,0.032674955,0.8994,0.8994
Padi,0003,0,0.032778311,0.8994,0.8994
Padi,0004,0,0.032599368,0.8994,0.8994
Palmetto,0000,0,12.479289613,1.2954625,0.899967
Palmetto,0001,0,18.709370307,1.336745,0.8999675
Palmetto,0002,0,8.855619604,1.193757,0.8999385
Palmetto,0003,0,13.29215914,1.389689,0.899966
Palmetto,0004,0,12.784780249,1.280707111111111,0.899977
Peer1,0000,0,0.303501445,1.605462,0.899983
Peer1,0001,0,0.207630357,1.1680935,0.899985
Peer1,0002,0,0.338548956,1.232464875,0.9000105
Peer1,0003,0,1.140551896,1.7754615,0.900063
Peer1,0004,0,3.327649162,1.188801,0.900069
Pern,0000,0,17.611084587,0.898501,0.898501
Pern,0001,0,20.947150283,0.898509,0.898509
Pern,0002,0,20.08847981,0.898502,0.898502
Pern,0003,0,28.392354343,0.898533,0.898533
Pern,0004,0,22.663171712,0.898505,0.898505
PionierL1,0000,0,2.11672461,1.468748,0.899953
PionierL1,0001,0,1.680898385,1.2670435,0.9000175
PionierL1,0002,0,1.839195372,1.31453925,0.899967
PionierL1,0003,0,3.192612518,1.399054,0.8999595
PionierL1,0004,0,3.728531261,1.3059205,0.899941
PionierL3,0000,0,2.889908834,1.8337921733333333,0.900074275
PionierL3,0001,0,3.253438766,1.568693375,0.900044975
PionierL3,0002,0,2.052163954,1.3666471800000002,0.90002115
PionierL3,0003,0,6.882781761,1.77301465,0.900074875
PionierL3,0004,0,3.120163066,1.917617825,0.9000512
Psinet,0000,0,0.535188989,1.1815444444444445,0.8992
Psinet,0001,0,0.445026424,1.0455777777777777,0.8993222222222222
Psinet,0002,0,0.549738533,1.1241777777777777,0.8992666666666667
Psinet,0003,0,0.625989242,1.1420777777777777,0.8992666666666667
Psinet,0004,0,0.640656929,1.099888888888889,0.8992888888888889
Quest,0000,0,0.505542549,1.6697147916666668,0.9000365
Quest,0001,0,7.235682227,1.717805,0.900068
Quest,0002,1,1807.185706007,1.974797875,0.90810575
Quest,0003,0,1.52480869,1.6682945,0.899998
Quest,0004,0,37.709133595,1.3606589166666665,0.9000655
RedBestel,0000,0,193.228883056,1.6076288333333335,0.8996212777777778
RedBestel,0001,0,516.018414668,1.553995,0.8996575
RedBestel,0002,0,274.068124892,1.3803065,0.899532
RedBestel,0003,0,85.952791483,1.2386185833333334,0.899529
RedBestel,0004,0,124.011075691,1.230106,0.899538
Rediris,0000,0,0.825835005,1.3853628,0.9045888
Rediris,0001,0,0.658335769,1.5062252,0.9093675
Rediris,0002,0,1.137697972,1.444356,0.90867
Rediris,0003,0,0.647905228,1.3232691,0.9336556
Rediris,0004,0,0.618052937,1.419375,0.9751784
Renam,0000,0,0.027518346,0.89975,0.89975
Renam,0001,0,0.028409211,0.899875,0.899875
Renam,0002,0,0.028175456,0.89875,0.89875
Renam,0003,0,0.028550488,0.899899033607385,0.899899033607385
Renam,0004,0,0.028379363,0.89875,0.89875
Renater1999,0000,0,0.150319275,0.8996387096774193,0.8996387096774193
Renater1999,0001,0,0.15027965,0.8996645161290323,0.8996645161290323
Renater1999,0002,0,0.155598005,0.8996580645161291,0.8996580645161291
Renater1999,0003,0,0.143029547,0.8996451612903226,0.8996451612903226
Renater1999,0004,0,0.145950652,0.8996580645161291,0.8996580645161291
Renater2001,0000,0,0.895186881,1.3418258064516129,0.9568903225806452
Renater2001,0001,0,0.684680254,1.523458064516129,1.1750129032258065
Renater2001,0002,0,1.247771933,1.2977677419354838,0.9475354838709678
Renater2001,0003,0,0.143434772,0.8998322580645162,0.8998322580645162
Renater2001,0004,0,1.325074108,1.1529935483870968,0.8998774193548387
Renater2004,0000,0,2.099979624,2.4401568,0.9512172
Renater2004,0001,0,7.118958187,2.7341345,0.9267974
Renater2004,0002,0,4.184648298,3.0299213,0.9076514
Renater2004,0003,1,1801.388059219,2.856817,0.9032332
Renater2004,0004,0,1.760279904,2.6297352,0.9000509
Renater2006,0000,0,1.384319764,2.0801573,0.9000196
Renater2006,0001,0,1.445461889,1.8852697,0.9000158
Renater2006,0002,0,3.591716154,2.555125,0.900031
Renater2006,0003,0,0.997693238,1.614265,0.9000448
Renater2006,0004,0,1.847732732,2.3220229,0.9000732
Renater2008,0000,0,1.494401805,2.160252,0.9000294
Renater2008,0001,0,1.896522771,2.5690206,0.9000668
Renater2008,0002,0,2.114806637,2.8838384,0.9000193
Renater2008,0003,0,1.688554564,2.3463435,0.9000732
Renater2008,0004,0,3.116350145,2.6730131,0.9000256
Renater2010,0000,0,5.460750152,1.5956244623655915,0.8997064516129032
Renater2010,0001,0,5.057158675,1.6047408602150537,0.8996940860215052
Renater2010,0002,0,4.863542175,1.7077287634408604,0.8997241935483873
Renater2010,0003,0,7.22394978,2.1403430107526877,0.8997193548387097
Renater2010,0004,0,4.575255734,1.4881309139784948,0.8997032258064516
Restena,0000,0,0.41092694,0.9989564,0.9664385
Restena,0001,0,0.289914726,1.0118598,0.9543967
Restena,0002,0,0.250037822,1.014663,0.9513
Restena,0003,0,0.313886923,1.0046734,0.9417118
Restena,0004,0,0.229441802,1.0038766,0.9402239
Reuna,0000,0,0.554260455,0.8993707317073171,0.8993707317073171
Reuna,0001,0,0.643840869,0.8993853658536586,0.8993853658536586
Reuna,0002,0,0.596206967,0.899380487804878,0.899380487804878
Reuna,0003,0,0.69573615,0.8994750830564784,0.8994750830564784
Reuna,0004,0,0.650339989,0.8993756097560975,0.8993756097560975
Rhnet,0000,0,0.066621875,0.899974,0.899974
Rhnet,0001,0,0.06795153,0.899981,0.899981
Rhnet,0002,0,0.070678705,0.899979,0.899979
Rhnet,0003,0,0.07219474,0.899976,0.899976
Rhnet,0004,0,0.074098439,0.899982,0.899982
Rnp,0000,0,0.429244988,0.8999904,0.8999904
Rnp,0001,0,0.762815404,0.94170035,0.8999746666666667
Rnp,0002,0,0.467602227,1.16367565,0.899975
Rnp,0003,0,0.807540538,1.07809245,0.8999915
Rnp,0004,0,1.058700564,1.44623445,0.8999743333333333
Roedunet,0000,0,0.822950206,1.0959012824294523,1.0959012824294523
Roedunet,0001,0,0.605514126,1.2592721193415637,1.2592721193415637
Roedunet,0002,0,0.620094718,1.2593171296296297,1.2593171296296297
Roedunet,0003,0,0.704322666,1.2594071502057613,1.2594071502057613
Roedunet,0004,0,0.711858008,1.1738302923040187,1.1738302923040187
RoedunetFibre,0000,0,1.331487047,0.899786,0.899786
RoedunetFibre,0001,0,1.6184347,0.899795,0.899795
RoedunetFibre,0002,0,1.738231964,0.899788,0.899788
RoedunetFibre,0003,0,1.733465888,0.8998,0.8998
RoedunetFibre,0004,0,2.000036553,0.899794,0.899794
Sago,0000,0,0.088566606,0.899956,0.899956
Sago,0001,0,0.085434448,0.899956,0.899956
Sago,0002,0,0.089771954,0.899957,0.899957
Sago,0003,0,0.089076829,0.899965,0.899965
Sago,0004,0,0.086626213,0.89996,0.89996
Sanet,0000,0,4.341107083,1.23998535,0.90005195
Sanet,0001,0,2.736174118,1.097555,0.90000695
Sanet,0002,0,10.496586369,1.0606609,0.90003875
Sanet,0003,0,5.645907969,1.06646225,0.8999955
Sanet,0004,0,6.941397887,0.96671235,0.90004095
Sanren,0000,0,2.789366217,1.010696,1.080769
Sanren,0001,0,0.138056199,1.198272,0.957107
Sanren,0002,0,0.260750929,0.999735,0.90986
Sanren,0003,0,0.952953569,1.022554,0.900835
Sanren,0004,0,1.074218909,0.96753,1.055576
Savvis,0000,0,0.433612306,1.1903777777777778,0.8996444444444445
Savvis,0001,0,0.212675036,1.0243222222222221,0.8995777777777778
Savvis,0002,0,0.54761206,1.4527333333333334,0.8995555555555556
Savvis,0003,0,0.334796785,0.9389333333333333,0.8996
Savvis,0004,0,0.345053081,1.1173222222222223,0.8995555555555556
Shentel,0000,0,0.693713378,0.96145,0.899942
Shentel,0001,0,0.688445814,1.308556,0.899936
Shentel,0002,0,0.246366437,0.899931,0.899931
Shentel,0003,0,0.570856029,1.018769,0.899931
Shentel,0004,0,0.713196163,1.220364,0.899937
Sinet,0000,0,19.206393475,1.051486275,0.9000352625
Sinet,0001,0,15.73919367,1.310252075,0.900006475
Sinet,0002,0,23.744204175,1.107133625,0.900030925
Sinet,0003,0,17.791650088,1.3492811875,0.9000423375
Sinet,0004,0,21.139335449,0.9918518,0.9000673
Singaren,0000,0,0.043040997,0.899993,0.899993
Singaren,0001,0,0.044077884,0.899995,0.899995
Singaren,0002,0,0.043075953,0.899995,0.899995
Singaren,0003,0,0.042344401,0.899994,0.899994
Singaren,0004,0,0.041630891,0.899995,0.899995
Spiralight,0000,0,0.148974137,1.013379,0.899997
Spiralight,0001,0,0.150980151,0.969837,0.900015
Spiralight,0002,0,0.164153568,1.0723635,0.9000235
Spiralight,0003,0,2.614931177,1.1667975,0.9000265
Spiralight,0004,0,0.273944276,1.095295,0.8999885
Sprint,0000,0,0.328026437,1.4913870370370372,0.8999222222222222
Sprint,0001,1,1800.501264155,1.344735185185185,0.9000555555555556
Sprint,0002,0,0.875861112,1.410825925925926,0.8999222222222222
Sprint,0003,1,1800.953121654,1.8536962962962966,0.9001666666666667
Sprint,0004,0,0.150981852,2.157661111111111,0.9659777777777778
Sunet,0000,0,0.877892198,0.9737285,0.899993
Sunet,0001,0,1.266812479,1.0806421666666668,0.8999915
Sunet,0002,0,1.006538584,1.067359,0.8999745
Sunet,0003,0,1.135398387,1.0928763333333333,0.9000465
Sunet,0004,0,1.968731078,1.157868,0.900019
Surfnet,0000,0,18.678613013,2.194641,0.9000115833333334
Surfnet,0001,0,18.37105057,1.429521,0.8999785
Surfnet,0002,0,24.36380815,2.3552525,0.9000135
Surfnet,0003,0,19.533381447,2.16367425,0.900001
Surfnet,0004,0,15.781773871,2.0834645,0.90000325
Switch,0000,0,284.754316421,1.204614,0.8999383
Switch,0001,0,239.576432372,1.1942826,0.8999134
Switch,0002,0,171.204681544,1.3008211,0.8999828
Switch,0003,0,151.239575604,1.14386635,0.8999663
Switch,0004,0,248.390803074,1.118974,0.8999231
SwitchL3,0000,0,2.612311006,1.2163770333333332,0.9385802
SwitchL3,0001,0,3.029105268,1.2385571666666668,0.9593663
SwitchL3,0002,0,2.260460214,1.1508077166666666,0.971092
SwitchL3,0003,0,2.419224174,1.0795493833333334,0.9701429
SwitchL3,0004,0,2.168485062,1.2460767,0.941831
Syringa,0000,0,35.060201292,0.945074,0.899689
Syringa,0001,0,61.807233647,0.901789,0.899615
Syringa,0002,0,41.908798378,1.029522,0.899592
Syringa,0003,0,14.386265827,0.899568,0.899568
Syringa,0004,0,12.553708568,0.899564,0.899564
TataNld,0000,1,1807.789104662,1.7376335000000003,1.7376335000000003
TataNld,0001,1,1807.945735739,1.5789948333333335,1.5789948333333335
TataNld,0002,1,1808.254069475,1.7967237083333332,0.899461375
TataNld,0003,1,1807.811619469,1.6961442500000001,1.6961442500000001
TataNld,0004,1,1808.1369182,1.9139281666666665,1.9139281666666665
Telcove,0000,0,2.54012272,0.89935,0.89935
Telcove,0001,0,2.64118162,0.899364,0.899364
Telcove,0002,0,2.817754353,0.899391,0.899391
Telcove,0003,0,2.787533868,0.899365,0.899365
Telcove,0004,0,2.59387966,0.899382,0.899382
Telecomserbia,0000,0,0.160553542,1.0220276,0.9026742
Telecomserbia,0001,0,0.279559234,1.0770148,0.900098
Telecomserbia,0002,0,0.106499447,1.114587,0.9016348
Telecomserbia,0003,0,0.097614053,1.0034322,0.9151986
Telecomserbia,0004,0,0.118278493,0.9939776,0.9027136
Tinet,0000,0,3.264179652,0.9560901770833333,0.8998967916666667
Tinet,0001,0,3.724245512,1.0939517187499999,0.8999312187499999
Tinet,0002,0,3.14524664,1.0071258125,0.8998577395833334
Tinet,0003,0,3.105239854,0.9852445833333332,0.89992425
Tinet,0004,0,8.665421479,0.92920903125,0.899925888888889
TLex,0000,0,0.085768617,2.282100471999845,1.4800004300819942
TLex,0001,0,0.09352015,1.9440372463121984,1.554011635232317
TLex,0002,0,0.189193785,1.7958414402779663,1.013655860503208
TLex,0003,0,0.267829615,1.528690709259726,1.013134461803873
TLex,0004,0,0.177962569,1.3826057880555933,1.0131238611913393
Tw,0000,0,582.851023521,2.0570923194444446,0.91355725
Tw,0001,0,124.018079559,1.9155302500000002,0.90735075
Tw,0002,1,1801.35638222,2.104199986111111,0.9116345
Tw,0003,0,155.913845544,2.106716416666667,0.933006875
Tw,0004,0,690.223359268,2.0048630000000003,0.9066925
Twaren,0000,0,0.241263848,1.0691815,0.899991
Twaren,0001,0,0.240636482,1.0369355,0.8999825
Twaren,0002,0,0.230228906,0.963638,0.8999955
Twaren,0003,0,0.307223512,1.014509,0.900044
Twaren,0004,0,0.268565321,0.956189,0.899978
Ulaknet,0000,0,5.067034469,0.89985,0.89985
Ulaknet,0001,0,5.530221597,0.899832,0.899832
Ulaknet,0002,0,3.956017325,0.899846,0.899846
Ulaknet,0003,0,6.024411003,0.9538447,0.9538447
Ulaknet,0004,0,4.450477465,0.899844,0.899844
UniC,0000,0,0.43675034,1.382386,0.899962
UniC,0001,0,0.781325053,1.757081,0.900048
UniC,0002,0,0.591249775,1.275868,0.8999625
UniC,0003,0,1.022604126,1.682823,0.899969
UniC,0004,0,0.458528678,1.53656,0.899962
Uninet,0000,0,0.114750458,0.9335836111111111,0.9000182777777778
Uninet,0001,0,0.209194901,1.2644443333333333,0.8999995000000001
Uninet,0002,0,1.300461034,1.2483043333333335,0.9000516666666667
Uninet,0003,0,0.15947017,1.324833,0.9000831666666665
Uninet,0004,0,0.880245441,1.0795916666666667,0.9000475
Uninett2010,0000,0,66.220706611,1.2090461333333333,0.899835
Uninett2010,0001,0,42.860116597,1.4949295999999999,0.899832
Uninett2010,0002,0,93.773099992,1.6153090666666667,0.9000294999999998
Uninett2010,0003,0,39.401776634,1.4192458,0.899827
Uninett2010,0004,0,130.289808497,1.647816,0.900036
Uninett2011,0000,0,27.563605317,1.383463,0.899926
Uninett2011,0001,0,40.499802773,1.050272,0.899928
Uninett2011,0002,0,20.755876067,1.088386,0.899952
Uninett2011,0003,0,27.995334594,1.8452563333333332,0.90094
Uninett2011,0004,0,43.204293769,1.8572925,0.9013105
Uran,0000,0,0.342041289,1.303191,1.252659
Uran,0001,0,0.27990052,1.326201,1.201474
Uran,0002,0,0.281284085,1.323488,1.237587
Uran,0003,0,0.380012386,0.941708,0.899945
Uran,0004,0,0.256942808,1.348164,1.236725
UsCarrier,0000,1,1810.246169513,1.80692525,0.8988465
UsCarrier,0001,1,1809.955587273,1.7410638125,1.7410638125
UsCarrier,0002,1,1810.181891816,1.783664125,1.783664125
UsCarrier,0003,1,1809.800234552,1.83925825,1.83925825
UsCarrier,0004,0,1645.010578058,1.7189415,0.898691375
UsSignal,0000,0,127.645191065,1.642148041666667,0.899863125
UsSignal,0001,0,76.353363492,1.8756094166666668,0.899943875
UsSignal,0002,0,91.588220185,1.761955375,0.899923
UsSignal,0003,0,103.345807777,1.7407317708333332,0.8998945833333334
UsSignal,0004,0,90.225512941,1.9076792083333336,0.89993625
Uunet,0000,0,4.369001355,1.3970633333333333,0.8987166666666667
Uunet,0001,0,4.173614155,1.2308748148148148,0.8987005555555554
Uunet,0002,0,12.593942207,1.2931307407407406,0.898675925925926
Uunet,0003,0,21.537748788,1.4602370370370368,0.8989037037037038
Uunet,0004,0,10.584972605,1.243591141975309,0.8986888888888889
Vinaren,0000,0,0.165971697,0.8994774193548387,0.8994774193548387
Vinaren,0001,0,0.154313271,0.8995290322580645,0.8995290322580645
Vinaren,0002,0,0.159865862,0.8995032258064516,0.8995032258064516
Vinaren,0003,0,0.150872404,0.8994903225806452,0.8994903225806452
Vinaren,0004,0,0.166367865,0.899541935483871,0.899541935483871
VisionNet,0000,0,0.183024838,0.899945,0.899945
VisionNet,0001,0,0.163451863,0.899937,0.899937
VisionNet,0002,0,0.180330396,0.899939,0.899939
VisionNet,0003,0,0.194266918,0.899932,0.899932
VisionNet,0004,0,0.163173569,0.89994,0.89994
VtlWavenet2008,0000,0,92.806679952,1.19503825,0.89956175
VtlWavenet2008,0001,0,60.874597746,1.21758025,0.899591
VtlWavenet2008,0002,0,94.998545068,1.240024,0.899621
VtlWavenet2008,0003,0,202.6273543,1.2682195,0.899568
VtlWavenet2008,0004,0,142.153325393,1.3774205,0.8995755
VtlWavenet2011,0000,0,347.748563335,1.26645725,0.899509
VtlWavenet2011,0001,0,658.882943322,1.28255625,0.8995585
VtlWavenet2011,0002,0,143.184256015,1.235433,0.89957725
VtlWavenet2011,0003,0,144.216393389,1.25259575,0.899498
VtlWavenet2011,0004,0,135.872498152,1.3095715,0.89954075
WideJpn,0000,0,0.328863409,0.9899885,0.9899885
WideJpn,0001,0,0.252562936,0.899949,0.899949
WideJpn,0002,0,0.2538714,0.9899915,0.9899915
WideJpn,0003,0,0.232450581,0.899945,0.899945
WideJpn,0004,0,0.248868842,0.989989,0.989989
Xeex,0000,0,1.017945124,2.04754325,0.9000545
Xeex,0001,0,53.8528148,2.027592,0.935217
Xeex,0002,0,0.984009345,1.8414665,0.900045
Xeex,0003,0,70.965630675,1.8207608333333332,0.925458
Xeex,0004,0,2.224101504,2.0668305,0.935389
Xspedius,0000,0,3.849617791,1.8022669166666667,0.9000416666666666
Xspedius,0001,0,2.640277935,1.9062206666666668,0.90000825
Xspedius,0002,0,2.086531878,1.870212416666667,0.900047
Xspedius,0003,0,2.041959582,1.7328986666666668,0.9000435
Xspedius,0004,0,2.672882611,1.8833255833333333,0.9000187083333334
York,0000,0,0.614870183,1.1445145,0.9000245
York,0001,0,0.5583467,0.994221,0.900011
York,0002,0,0.697856482,1.038601,0.899999
York,0003,0,0.407280047,0.9351215,0.900026
York,0004,0,0.471558261,0.9553565,0.899989
Zamren,0000,0,0.385292331,0.89855,0.89855
Zamren,0001,0,0.401685108,0.89854,0.89854
Zamren,0002,0,0.54408516,0.89852,0.89852
Zamren,0003,0,0.482204488,0.89848,0.89848
Zamren,0004,0,0.455633132,0.89863,0.89863
